titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating,tipo_negocio
Nueva Casa Japonesa,Japanese grocery store,Restaurant,,5491149416491,"Humberto 1º 2357, C1229 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1229,Buenos Aires,AR,-34.6218913,-58.3989718,4.6,8732,https://casajaponesa.com.ar/,casajaponesa.com.ar,10868392776071642947,ChIJOcYC5-HKvJURQ_8riaVJ1JY,True,close,https://lh6.googleusercontent.com/-H7ZsGPuAwTM/AAAAAAAAAAI/AAAAAAAAAAA/1THDKz1PbEk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npYkbFRu9wbYc7SbeRdL7Ky4br1Jb3A84BcNAnYieW-5GYUyHqnt3ADBwYqOgjdHSpjImZ1eb5lDG3BPo9XnR5hAH8EreRf_fQAErBP9EK8Ll3muBWaDNCx15UgyEzwQLQfsjfA=w426-h240-k-no,10068,moderate,,restaurantes
In Vitta,Restaurante,,"In Vitta
Pizza Libre 🍕
Cena y Show
Previa y Cachengue",5491161136692,"Casella Piñero 187, B1872 Sarandí, Provincia de Buenos Aires",Sarandí,B1872,Provincia de Buenos Aires,AR,-34.676293199999996,-58.3520853,4.5,1784,https://www.instagram.com/restaurantinvittaok/,www.instagram.com,9516777129592571422,ChIJQRLZRqwzo5URHkbtl2BiEoQ,True,close,https://lh4.googleusercontent.com/-ZinHsYr256s/AAAAAAAAAAI/AAAAAAAAAAA/_axXBAnrA4I/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN6oagAOGjJJ-tpDWRHJ9LgRP3XakfVPgwGIERl=w408-h306-k-no,567,moderate,,restaurantes
Una Canción Coreana 향가,Korean restaurant,"Pan-Asian restaurant, Restaurant","Relaxed, family-run restaurant offering a traditional menu of homestyle Korean dishes & drinks.",5491130896224,"Av. Carabobo 1549, C1406 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1406,Buenos Aires,AR,-34.6419019,-58.446067899999996,4.7,4545,https://linktr.ee/unacancioncoreana,linktr.ee,1223623775644329588,ChIJpzW8TMnLvJURdKYARlcv-xA,True,open,https://lh4.googleusercontent.com/-S_66PkyAl1Q/AAAAAAAAAAI/AAAAAAAAAAA/hHmKLDIpGi0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMfSC2RQD3TIpASUVGdgaMNyOwJ0CPP4-GSW2lm=w408-h612-k-no,6026,moderate,,restaurantes
Iñaki Restaurante,Basque restaurant,"Restaurant, Spanish restaurant","El Restaurante abre los lunes solo a la noche. De 20 hs a 23.59 hs.
Martes miércoles y jueves desde las 12 hasta las 15.30 y de 20 a 23.59 hs.
Viernes de 12 a 15.30 hs y de 20 a 1 AM.
Sábados solo a la noche de 20 a 1 AM.
Domingo cerrado",5491134838324,"Posadas 1052, C1011 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1011,Buenos Aires,AR,-34.590331899999995,-58.382113999999994,4.6,3624,,,1752179693124781420,ChIJGXQ4SNrKvJURbAVbvyX-UBg,True,close,https://lh6.googleusercontent.com/-aH1BJolCNMU/AAAAAAAAAAI/AAAAAAAAAAA/Y27pijQGkSs/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMUPNon1bEuY-5UgQB0xfZrGkxpeD91qu46zHp3=w408-h612-k-no,1764,moderate,,restaurantes
La Taberna,Restaurante,,"Pescados y Mariscos frescos y la pasta hecha a mano con sémola dura de trigo candeal y huevo es nuestra especialidad. Ambiente con calidez, amabilidad y una trayectoria de más de 23 años en la zona que nos avala. Decir La Taberna en Lomas de Zamora es el verdadero sello de calidad y distinción. Estamos de Martes a Domingo para el Almuerzo y la cena.
Menú Ejecutivo de Martes a Viernes sólo Almuerzo.",5491142925187,"Ramon Falcon 146, B1832 Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,B1832,Provincia de Buenos Aires,AR,-34.7671633,-58.3992917,4.7,2314,https://instagram.com/latabernaristorante?igshid=wodpaaq2b4c4,instagram.com,11958608191155656526,ChIJydPKXunSvJURTtfoWcqC9aU,True,close,https://lh4.googleusercontent.com/-mizab30gkpg/AAAAAAAAAAI/AAAAAAAAAAA/-ds3dG9G8TE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMjEFm2hAuhzAukJigqpR2TcW1Jtl_pv9zH-yhgbhIpY1zHLgPavofjpEyZVeWjr9aOogT546xvY4lD-BAu341ctNiGmDmfhncfoUd1p64DDcblYogWZEE8ro3oSn0DRH2p8VF=w408-h306-k-no,1616,inexpensive,,restaurantes
Blossom Olivos,Restaurant,,"Abierto todo el dia. Es un espacio ideado para disfrutar la gastronomia en todas las etapas del dia y para toda la familia. Variedad de platos, postres, pasteleria, cocteleria.. Un lugar para disfrutar cada momento como un encuentro unico y con zona kids.",5491147115750,"B1636AAF, Av. Maipú 2501, B1636AAF Olivos, Provincia de Buenos Aires",Olivos,B1636,Buenos Aires Province,AR,-34.512115099999995,-58.4897049,4.2,11601,,,477155380072010606,ChIJEfEN7D6xvJURbtPbQ0oynwY,True,open,https://lh6.googleusercontent.com/-fcEQ-kWbaik/AAAAAAAAAAI/AAAAAAAAAAA/_Tg7QhjNwhc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipM72eXaBz7Z_gNwh-Zm2fUvY8QFAw580X1MtqE9=w408-h271-k-no,3830,moderate,,restaurantes
SushiClub Acassuso,Sushi restaurant,"Japanese restaurant, Takeout restaurant",,5491152637257,"Av. del Libertador 15266, B1641 Acassuso, Provincia de Buenos Aires",Acassuso,B1641,Buenos Aires Province,AR,-34.4746436,-58.5019175,4.1,1912,http://www.sushiclub.com.ar/,www.sushiclub.com.ar,17749542591450769733,ChIJy2kdYbaxvJURRekWIfIKU_Y,True,open,https://lh4.googleusercontent.com/-EFx5q7eb-UU/AAAAAAAAAAI/AAAAAAAAAAA/Xyrm408XmdQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOnEHMYlGqr-2CxLJdfoDVTWnbdEhUFVvnRIWXF=w408-h544-k-no,779,moderate,,restaurantes
AIRE LIBRE. Cocina Porteña. Jardín urbano.,Restaurant,,"COCINA PORTEÑA. JARDIN URBANO
ENTRE LO URBANO Y LO SILVESTRE.
ENTRE EL ADENTRO Y EL AFUERA.
ENTRE LO TRADI Y LO DISTINTO.
ENTRE EL CENTRO Y LOS SUBURBIOS.
Juntamos dos cosas que nos gustan mucho. El jardín de la casa de alguien con la cocina argentina de todos.

🅿️. ESTACIONAMIENTO GRATUITO LIMITADO 40 autos
🕖 desde las 19:00 hs a la 1:00 hs
📍A la vuelta: Blanco Encalada 1458. CABA.

✅Por favor, se recomienda enfáticamente, hacer reserva previa",5491140512745,"Av. del Libertador 6327, C1428 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.5535096,-58.4501067,4.8,3547,https://airelibre.meitre.com/?fbclid=PAZXh0bgNhZW0CMTEAAaYNshGzq33JEa8xtO2l7T-rPNjl9lA9H8OyTE13JRZVq6oElthveQW-8IE_aem_mO9KekI9vVNOEBad2mG2mA,airelibre.meitre.com,6338265709345203356,ChIJY4wivp61vJURnGSPwRQL9lc,True,close,https://lh4.googleusercontent.com/-uVlcIi4M8rI/AAAAAAAAAAI/AAAAAAAAAAA/mM0-N3lkTJI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noE0FZ6B_EQ-E623WnKs1MGJYEDchMuLCA9ajQhv-lBNKrGZ9HD_2Q80ONVqGRQh3DLZnZjgom-40Y6-HMoQPVfnHiPVhA_SKguXDEHAkoWdhvWE8oYdVfiaaSX1X67Fx2X-s0JCg=w408-h544-k-no,1565,moderate,,restaurantes
Mamma Mía,Restaurant,,"Un lugar escondido en el corazón de ciudadela, con una atención esmerada y personalizada que hace sentir al publico como en su casa.
Contamos con dos amplios salones muy bien ambientados como también con una sala de juegos para los mas pequeños.
Tenemos varias propuestas para todos los gustos, como nuestro mas abundante y exquisito menú de parrilla y pastas libre con una selecta variedad de embutidos, achuras, cortes de los mejores novillos calidad premium, como así también unas riquísimas pastas caseras amasados por nuestros cocineros.
Para los que prefieren la opción a la carta tenemos una amplia opción de platos elaborados.
¡Con mucho gusto los esperamos!
Walter Innella",5491175321608,"Ing Amoretti 3707, B1702 Ciudadela, Provincia de Buenos Aires",Ciudadela,,Buenos Aires Province,AR,-34.6461283,-58.534776799999996,4.6,5297,,,17655790708112382330,ChIJoYcx1GvIvJURelmuyRr4BfU,True,open,https://lh5.googleusercontent.com/-ViHHasGzQZ4/AAAAAAAAAAI/AAAAAAAAAAA/CRRoAYtk2Q8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNqnkSa7ki7Murtli1PNuHDdosjglFZTf1l0WNL=w408-h306-k-no,2419,moderate,,restaurantes
DANDY - Lomitas Street,Restaurant,,"Para desayunar, brunchear, almorzar, pasar a la hora del té o simplemente cenar, Dandy es para todas estas situaciones, con una amplia carta que da la posibilidad de reunirse en cualquier momento del día y con productos de calidad. Con locales agradables, platos ricos y abundantes que son avalados por la calidad de la materia prima.",5491161000402,"Italia 459, B1832 Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,B1832,Buenos Aires Province,AR,-34.7660167,-58.4022772,4.8,4607,https://somosdandy.com/,somosdandy.com,13749548636075859010,ChIJD1tYEa3JvJURQhxC46I10L4,True,open,https://lh5.googleusercontent.com/-BXOZ-s_BJHs/AAAAAAAAAAI/AAAAAAAAAAA/CQwDXBF4eNI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOlVY-VtyiJ7XMoBh9S9Ka64Fs_uqMsMp4Mf9Qg=w408-h725-k-no,880,moderate,,restaurantes
Sarkis,Armenian restaurant,"Middle Eastern restaurant, Restaurant","Celebrated eatery serving Armenian favorites in a large, informal space with sidewalk seating.",5491147724911,"Thames 1101, C1414DCW Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.591476799999995,-58.436123599999995,4.6,28018,https://instagram.com/restaurantesarkis?igshid=1muwpf21lofr5,instagram.com,5905253966896088186,ChIJhZ31RYq1vJUResRODTKt81E,True,open,https://lh6.googleusercontent.com/-b-HtexeFzMU/AAAAAAAAAAI/AAAAAAAAAAA/7qV27OwijHM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipO7v3KF6HCvkluC5zSZr7qiMO7RbkpZRCnLoYSS=w427-h240-k-no,14060,moderate,,restaurantes
Pizza Lo+Hot,Pizza restaurant,Restaurant,"Hay juntada, cumple o despedida?
Las ocasiones para reunirse son muchas, el lugar de encuentro es el mismo 🍕

En Pizza Lo+Hot somos fanáticos de la pizza, el fútbol, la música y la diversión, eso nos caracteriza. Pero sin duda lo que nos diferencia es la PASIÓN por lo que hacemos 💪

La calidad de nuestros productos, los mejores precios, los shows en vivo y los ambientes más divertidos nos convierten en el lugar ideal para disfrutar con amigxs y familia!

Somos mucho más que una simplemente pizzería.
Somos tu lugar de encuentro,
somos un verdadero club de amigos!

Sumate a esta ola que hace más de 20 años tiene el mismo objetivo:
👉🏼 Que comas rico, te diviertas y pasemos momentos extraordinarios juntos!

Salud, campeones del mundo 🥂
⭐⭐⭐",5491142023816,"ABD, Av. Adolfo Alsina 802, B1828 Banfield, Provincia de Buenos Aires",Banfield,B1828,Buenos Aires Province,AR,-34.7457619,-58.393451,4.1,4039,https://pizzalomashot.com/,pizzalomashot.com,6751034106059937712,ChIJ-5p-HKLSvJURsNc_PsB9sF0,True,close,https://lh3.googleusercontent.com/-s_g94kDQ_Hs/AAAAAAAAAAI/AAAAAAAAAAA/3vS_8oN_OAM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOLCr7Gd9P10ueRp8KgTrJm6sCb1cAjD0NuLx7t=w408-h271-k-no,1831,moderate,,restaurantes
Prosciutto Ristorante Lanús,Italian restaurant,"Breakfast restaurant, Dessert restaurant, Espresso bar, Takeout restaurant, Pastry shop, Restaurant","Restaurante italiano !!! Con una gran variedad en pastas ! Y un menú con una variedad en entradas frías y calientes,
Carnes, pescados, mariscos, risottos, súper milanesas, menú infantil
Menú apto vegetariano, vegano, celiaco,
Con show en vivo los fines de semana !
Días de cata de vino, y la mejor atención de nuestro equipo ! Siempre con muy buena predisposición para que su estadía sea de la mejor ! Los esperamos !!",54921446566,"Gdor. Carlos Tejedor 125, B1824 B1824MWE, Provincia de Buenos Aires",B1824MWE,B1824,Buenos Aires Province,AR,-34.7022531,-58.39367,4.5,5323,http://prosciutto.com.ar/,prosciutto.com.ar,13612194548696988610,ChIJW79zBenNvJURwruXUNI66Lw,True,close,https://lh5.googleusercontent.com/-aMTkSWBQsuY/AAAAAAAAAAI/AAAAAAAAAAA/k6YPJS0QFUM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMcrqTBUpybd94GOftT-uD7A9jtzl3spCl92sMv=w408-h725-k-no,2440,moderate,,restaurantes
Fabric Sushi [Acassuso],Restaurant,,"Haciendo el mejor Sushi de Buenos Aires desde el 2007.
Somos diseñadores del buen gusto, y nos esforzamos para que absolutamente cada ingrediente componga una pieza perfecta. Ningún detalle queda librado al azar a la hora de crear nuestro producto y la atmósfera perfecta para disfrutarlo.

Viví la experiencia Fabric.",5491145122377,"Av. del Libertador 15000, B1641 Acassuso, Provincia de Buenos Aires",Acassuso,B1641,Buenos Aires Province,AR,-34.47607,-58.499541,4.6,4454,http://www.fabricsushi.com.ar/,www.fabricsushi.com.ar,17647255051927614751,ChIJy4wvyPGxvJURH_Xcdvik5_Q,True,open,https://lh6.googleusercontent.com/-JqZWu0POjkk/AAAAAAAAAAI/AAAAAAAAAAA/2ATnRsRwonI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvvqNVUc34Dkdu7EEY6yNFTiYQmBsXAJDKEdMrB_wv37oCt6Qs5AMdgLohKo5Gi0F_D0ceRaqJE4gocxFXpnuL5L2YiIdhCEDW4vzJNw4AQGJy3vLenw_pSDmFrKUzA4O1zu_NOw=w408-h268-k-no,866,moderate,,restaurantes
El Buen Libro,Sandwich shop,"Fast food restaurant, Restaurant",,5491143154452,"Tucumán 267, C1049 San Nicolas, Cdad. Autónoma de Buenos Aires, Argentina",San Nicolas,C1049,Buenos Aires,AR,-34.600532199999996,-58.371004,4.7,4638,https://www.instagram.com/elbuenlibro.ig/?hl=es,www.instagram.com,8794486323815484879,ChIJlWIqu8zKvJURz40NYbdKDHo,True,open,https://lh5.googleusercontent.com/-IcdJLhyeRyw/AAAAAAAAAAI/AAAAAAAAAAA/K1DotylI42U/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npND8mQs91BQoEZv3BhqI7DEl2JcYygwkj1_9le_0aBHMSBhC9PKM-PMOnDwbm16vs3nvvqV8ZnP3ImKT85B8OJZFiYBkPR77ZbkhPx60kEgF_ZRMwoCz0plPgoL10mBVJqytUB=w408-h306-k-no,554,,,restaurantes
Dandy Urquiza,Restaurant,,,5491126927767,"Mendoza 5256, C1431 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1431,Buenos Aires,AR,-34.5782133,-58.485272099999996,4.5,5686,https://somosdandy.com/,somosdandy.com,13731420798762417216,ChIJI9OrMMm3vJURQPyk23bOj74,True,open,https://lh3.googleusercontent.com/-mO6aWDfOe8k/AAAAAAAAAAI/AAAAAAAAAAA/wCl_3zIFYKI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdRxb7CFVdv9ZoKbeAP1-VyMUJ9RkVIKUBysbGEOVu3BZhFw7t5I7xBjTg-uB3x4cnWP96aaRHddTlFGo-jxKQ2nYIkj9sAtSxeupOaU_wiIsM78hswruSjQpVQ1UQV4uQv9SFPg=w408-h306-k-no,1441,moderate,,restaurantes
YPF Estación de Servicios,Gas station,"ATM, Espresso bar, Oil change service, Restaurant","Estación de Servicio Oficial de YPF: Combustibles, Lubricantes, Cuidado del Auto, Full y Boxes. Energía que nos une.
En tu vida todos los días.
Nos acercamos a quienes nos eligen en cada momento con opciones innovadoras.
Transformamos la experiencia de nuestros clientes con soluciones que mejoran su día a día.",5491146510033,"Av. Pres. Dr. Arturo Umberto Illia 2604, B1754 San Justo, Provincia de Buenos Aires",San Justo,B1754,Buenos Aires Province,AR,-34.676722,-58.5649154,4.7,5166,,,17703420837746310128,ChIJwX1wSi7GvJUR8Psdh3Qvr_U,True,open,https://lh5.googleusercontent.com/-5iPb2lWnXGw/AAAAAAAAAAI/AAAAAAAAAAA/-XCATP7bNNE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPEK4i3_a1VZN7b2PBNV6M_WYLIV-ZI1gdlnFFK=w408-h272-k-no,629,,,restaurantes
La Mezzetta,Pizza restaurant,"Fast food restaurant, Pizza takeaway, Restaurant","Casual pizzeria dating from the 1930s, with limited seating, offering pizzas, empanadas.",5491145547585,"Av. Álvarez Thomas 1321, C1427 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1427,Buenos Aires,AR,-34.5781077,-58.460841599999995,4.6,26046,https://www.instagram.com/pizzerialamezzetta,www.instagram.com,401118517299344147,ChIJkwhyr9-1vJURE3N1kCoPkQU,True,close,https://lh3.googleusercontent.com/-ZXhNyPX9KSk/AAAAAAAAAAI/AAAAAAAAAAA/gQk-XYJsNZ4/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPV4jIyX_KfDd-cPM7BDv1GSRqZ6O3TakmCMO_E=w426-h240-k-no,8388,moderate,,restaurantes
RESTAURANTE VICENTE LOPEZ,Restaurant,Cafeteria,"COCINA ESPAÑOLA, PESCADOS Y MARISCOS
COCHINILLO AL HORNO DE PIEDRA",5491162052087,"Av. Maipú 701, B1638 Vicente López, Provincia de Buenos Aires",Vicente López,B1638,Buenos Aires Province,AR,-34.531403,-58.4793634,4.5,4263,https://www.instagram.com/lavicentelopezcafe/,www.instagram.com,13797035338580222063,ChIJ6S0PAU63vJURb-CVZYrqeL8,True,open,https://lh3.googleusercontent.com/-Tt1EQu83IfY/AAAAAAAAAAI/AAAAAAAAAAA/WUzFQFzPl4I/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPGKJ4XC5qXFFlSgRvQhsiXF1c7vulZzc81U-8-=w408-h272-k-no,1973,expensive,,restaurantes
Gordo Vegano,Vegan restaurant,"Takeout restaurant, Restaurant",El mejor restaurante vegano de Buenos Aires.,5491140984023,"Echeverría 3078, C1428DSD Cdad. Autónoma de Buenos Aires",Buenos Aires,C1428,Buenos Aires,AR,-34.566836599999995,-58.4621882,4.6,3680,https://www.instagram.com/gordo.vegano/,www.instagram.com,14824929686848785075,ChIJeWfvGQG3vJURs8rDHAG7vM0,True,close,https://lh5.googleusercontent.com/-WJ-rYYI9Fng/AAAAAAAAAAI/AAAAAAAAAAA/eTLdthk5Rks/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqI88OG0iB0mus0I_swoVx-jEv1TdbcPGKn_wAcTyLu_qBr8D-TRS9XWBattG77A45XZS_PP4FOBwhkzdk5ruBeiw4BP2elmPjWYJhB9JyQg9WcTukfmv4j_68rHvLm2fGjSiL=w408-h306-k-no,2784,moderate,,restaurantes
YPF,Gas station,"ATM, Compressed natural gas station, Espresso bar, Oil change service, Restaurant","Estación de Servicio Oficial de YPF: Combustibles, Lubricantes, Cuidado del Auto, Full y Boxes. Energía que nos une.
En tu vida todos los días.
Nos acercamos a quienes nos eligen en cada momento con opciones innovadoras.
Transformamos la experiencia de nuestros clientes con soluciones que mejoran su día a día.",5491141969081,"Av. Crovara 4625, B1751 La Tablada, Provincia de Buenos Aires",La Tablada,B1751,Buenos Aires Province,AR,-34.7000503,-58.5424416,4.8,3769,,,5758021530948264039,ChIJQcTPQijJvJURZ-A4OROa6E8,True,open,https://lh4.googleusercontent.com/-hzoGqk7yaLM/AAAAAAAAAAI/AAAAAAAAAAA/Vbp0CkBrTsg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN4OYoYFucqBJMhViXQR97WgHOhndmLDBDb8YIo=w408-h408-k-no,541,,,restaurantes
La Placita,Restaurant,,,5491142081085,"José, Gran Buenos Aires Buenos Aires AR, Giribone 997, B1868DUK Piñeyro",Piñeiro,B1868,Buenos Aires Province,AR,-34.6661308,-58.3834172,4.5,2287,https://www.facebook.com/La-Placita-Mariscos-Avellaneda-323925464294225/,www.facebook.com,13464705119269557777,ChIJC3r2Y6XMvJURERZyh_c93Lo,True,close,https://lh3.googleusercontent.com/-67NLPoZ8m_s/AAAAAAAAAAI/AAAAAAAAAAA/vyuaBUJrZF8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWdWrnDcF14Dpj_-cqDa4c6WrwYZC-NEvkok0L1iUUnVB8PDrG5lxu9-1H91unV20hkfaCm4sT6VN9VsKdi-TdZRJOYa7JbnWfLCaKNcDzhcCwQOeajCfI-TY2l5P2ITG8XJ7B=w408-h306-k-no,1356,moderate,,restaurantes
Andante - Restaurante Bar,Restaurant,,"Andante es un explorador, un trotamundos dispuesto a conocer nuevas culturas, nuevos sabores y nuevos desafíos. Generamos un espacio cálido y desestructurado para compartir en pareja o con amigos. Nuestra cocina de autor se destaca por trabajar fusionando culturas con productos frescos y orgánicos, para generar platos únicos que están en constante evolución. La coctelería se divide en una carta de autor que representa las historias del Andante; y una selección de tragos clásicos del mundo, que recorre cada estilo de coctelería con destilados típicos de cada región.",5491168062589,"Arévalo 1677, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.581210299999995,-58.4405606,4.7,3838,https://www.instagram.com/andante.restaurante?igsh=MTV5Z3o5cXczZnhmZw==,www.instagram.com,6694294969943009751,ChIJO6O2QFO1vJUR1ykjqc7p5lw,True,open,https://lh6.googleusercontent.com/--eYNXuYbrck/AAAAAAAAAAI/AAAAAAAAAAA/qGgt7ei4ttE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMT93a2g-IJ1Su30T-BN2lhpC8wLfEB2eVPVk7N=w408-h271-k-no,1712,moderate,,restaurantes
Minga Parrilla,Restaurant,"Argentinian restaurant, Grill","Grilled local meats, empanadas & other regional fare with wine & spirits in eclectic surroundings.",5491180310574,"Costa Rica 4528, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.5892583,-58.4255285,4.5,6773,https://linktr.ee/mingaparrilla,linktr.ee,2765995676495528790,ChIJV5w9cYe1vJURVkPIs2nKYiY,True,open,https://lh4.googleusercontent.com/-gSDLpn351o8/AAAAAAAAAAI/AAAAAAAAAAA/cNZr584mLY8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMT4Q-drsFJ_XTJLyGRgRPi15LgxJHBLkcR-LsH=w426-h240-k-no,2711,moderate,,restaurantes
Berta Cocina,Restaurant,,"Berta Cocina, en el corazón de Ramos Mejía, te invita a disfrutar de una experiencia gastronómica única, donde la cocina gourmet, nuestros cócteles de autor y la cafetería de especialidad se destacan como pilares de nuestra propuesta. En un ambiente cálido y sofisticado, disfruta de una experiencia inolvidable donde calidad y servicio son nuestra prioridad. ¡Te esperamos!",54921449165,"Pueyrredón 309, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.6428316,-58.561082799999994,4.4,2466,https://www.instagram.com/bertacocina_?igsh=MW9rZWpjdjhxOXJodw==,www.instagram.com,18181830095973538894,ChIJE9DTEQDHvJURTlwCDSTWUvw,True,open,https://lh3.googleusercontent.com/-m2UKg6VGDXM/AAAAAAAAAAI/AAAAAAAAAAA/zhlRLOXvODI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN47-5AMf989spb7u-B_cMqgNOA2n8GFYu5cUqQ=w408-h725-k-no,1524,moderate,,restaurantes
Don Nicola,Restaurant,,,5491142013673,"Tte. Gral. García 115, B1868ADB Piñeyro, Provincia de Buenos Aires",Piñeiro,B1868,Buenos Aires Province,AR,-34.664189,-58.3790328,4.3,3479,https://www.instagram.com/donnicolarestaurante/?hl=es,www.instagram.com,16986586321966253946,ChIJ3fjiXK7MvJUResdO00J6vOs,True,close,https://lh6.googleusercontent.com/-RDgHhdHZzkk/AAAAAAAAAAI/AAAAAAAAAAA/IhUR3pzZj6k/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrACM4J6CQ2La9QYWimGffsDu0VyvBU5wqjiTZjcfcX2CuTNbVExbqV5_8b9MhGOhqqixzBSNqI3Ku1xnp_3SgHtJrMghufNxFMTB8UsL1ote61q8JQCjKoEm828fc3Kjp2N-zYXQ=w408-h306-k-no,1176,moderate,,restaurantes
Sauzalito,Restaurant,,,5491147321873,"B1642DZH, Primera Junta 1094, B1642DZH San Isidro, Provincia de Buenos Aires",San Isidro,B1642,Buenos Aires Province,AR,-34.4611808,-58.507597399999995,4.5,3055,https://www.instagram.com/sauzalito_hornodebarro/?hl=es,www.instagram.com,8104636589395945271,ChIJwaS50NKxvJURNyeUsAl0eXA,True,open,https://lh4.googleusercontent.com/-vAthqVD_TVo/AAAAAAAAAAI/AAAAAAAAAAA/QanlQRqSYO8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOE69bQxZxoklyiMTUNY5J602mMPiQ8nkFUjCYR=w408-h272-k-no,1492,moderate,,restaurantes
Sorrento Restaurante,Restaurant,,"Especializados en cocina mediterránea con una amplia variedad de platos que van desde pescados y mariscos, hasta pastas y carnes.",5491151990681,"Av. Alicia Moreau de Justo 410, C1107 AAJ, Cdad. Autónoma de Buenos Aires",AAJ,C1107,Buenos Aires,AR,-34.602849899999995,-58.366958999999994,4.5,2958,https://www.sorrentorestaurante.com.ar/,www.sorrentorestaurante.com.ar,7767610792085104568,ChIJP1FJCjI1o5URuCe5X9wYzGs,True,open,https://lh3.googleusercontent.com/-P-lYFlJWcjs/AAAAAAAAAAI/AAAAAAAAAAA/UsLSz8r0zbM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOqgtvojKMWQbIHo3XqOfsIpWD0NzePeokNjvmS=w408-h272-k-no,2833,moderate,,restaurantes
