titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating
Paseo La Plaza,Performing arts theater,"Bar, Cultural center","Plays, concerts & comedy performances, plus a canopied patio with restaurants & a Beatles museum.",5491163205300,"Av. Corrientes 1660 C1042AAP, C1042 AAP, Cdad. Autónoma de Buenos Aires",AAP,C1042,Buenos Aires,AR,-34.6044559,-58.3902082,4.6,60038,http://www.paseolaplaza.com.ar/,www.paseolaplaza.com.ar,11026158680304479369,ChIJKVQlQ8HKvJURiWyjkObIBJk,True,close,https://lh5.googleusercontent.com/-WAWYgpkGosQ/AAAAAAAAAAI/AAAAAAAAAAA/MQSMHNkm_-I/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPOnGPrMmCM2denZTFwV2f97o9z4sf3w0SpW9x9=w408-h272-k-no,37228,,
Patio de los lecheros,Restaurant,"Bar, Family restaurant, Grocery store, Market","*SIN RESERVA
*Aceptamos débito, crédito y mercadopago.
*Pet Friendly

El patio de los lecheros solía ser una estación de tren, muy cercana a la actual ""Caballito"", a donde llegaba la leche proveniente del interior del país.

Cuando en 1961 se prohíbe la venta de leche sin proceso de pasteurización, estos trenes dejan de funcionar y el lugar cae en desuso durante muchos años.

En 2016 vuelve a abrir sus puertas, con una propuesta gastronómica llenas de opciones diferentes, espectáculos, arte y mas.",,"Donato Álvarez 185, Bacacay 1686, C1406 Buenos Aires",Buenos Aires,C1406,Buenos Aires,AR,-34.6233437,-58.454285,4.4,34470,https://www.instagram.com/elpatiodeloslecheros/,www.instagram.com,2881504577292147139,ChIJYWXAhyPKvJURwxkpbCUp_Sc,True,close,https://lh4.googleusercontent.com/-pDP0ausjiX0/AAAAAAAAAAI/AAAAAAAAAAA/PV2ZwTCoVbM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOplGYp5rCfl2bAcZrYC4_Qlrd-Up3N-zTYJOQu=w427-h240-k-no,41701,moderate,
MALLOY´S,Restaurant,Bar,,,"Sebastián Elcano 1723, B1640 Martínez, Provincia de Buenos Aires",Martínez,,Buenos Aires Province,AR,-34.478660399999995,-58.483289,4.2,26730,https://instagram.com/malloysbardecosta,instagram.com,3144358837004283193,ChIJRafGHJmxvJUROS0A5rMBoys,True,close,https://lh3.googleusercontent.com/-9jgndpASKws/AAAAAAAAAAI/AAAAAAAAAAA/LgJvsKLR320/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOaWqo1VosEJfkYI8NnEK8Y1hxwf9H2R-aNw33V=w408-h510-k-no,29024,moderate,
El Boleo – Bar,Bar,Fábrica de cerveza,"Pub - Pizzeria a la orilla del río en Puerto Madero con una vista privilegiada al Puente de La Mujer para disfrutar los mejores atardeceres, una Cerveza Fría en compañía de amigos y familia.

Happy Hour de Lunes a Viernes de 17hs a 22hs
Aquí ya te estamos esperando!",5491165611036,"Av. Alicia Moreau de Justo 930, C1107AAT Cdad. Autónoma de Buenos Aires, Argentina",Cdad. Autónoma de Buenos Aires,C1107,Cdad. Autónoma de Buenos Aires,AR,-34.6084088,-58.3660679,4.8,24522,,,6801472484931810219,ChIJE_yL4Ss1o5URqzP0dTCvY14,True,open,https://lh6.googleusercontent.com/-V5AdMHa_Mys/AAAAAAAAAAI/AAAAAAAAAAA/CmoCvRVOTVs/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipO_ADRVgVHBgcGVaJPPt_f2tkn_UXe7FnmOJ4L0=w408-h612-k-no,3630,moderate,
Parque de la Cervecería Quilmes,Bar,"Beer garden, Beer store, Pub, Restaurant","Contemporary-industrial brewery serving pastas, meats & salads accompanied by all Quilmes varieties.",5491133003105,"Triunvirato 700, B1878 Buenos Aires, Provincia de Buenos Aires",Buenos Aires,B1878,Buenos Aires Province,AR,-34.7367583,-58.2585671,4.4,23994,http://parquequilmes.meitre.com/,parquequilmes.meitre.com,8790721576945792553,ChIJf-l6mmAuo5URKTY38bLq_nk,True,close,https://lh6.googleusercontent.com/-fGTAeE5ryiY/AAAAAAAAAAI/AAAAAAAAAAA/obdFDNBncf8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nox7j3caNzdTfE_qlQANHglZ-5aWuegWgeXPv0TuVMajnKUzNfLb_alrQaBTUEWSao6cSXF4GZ-wyIC74brA7DMWzPCYvqorqviNo7ZJX9GxivU8ZpjaDRux50N_stXvVZjQAFMo0stVOk=w408-h306-k-no,18220,moderate,
Nápoles,Italian restaurant,"Bar, Restaurant",,5491154171802,"C1152AAA, Av. Caseros 449, C1152AAA Cdad. Autónoma de Buenos Aires",Buenos Aires,C1152,Buenos Aires,AR,-34.6265114,-58.371741899999996,4.4,20210,http://napoles.meitre.com/,napoles.meitre.com,10862907940812338549,ChIJdQu60jLLvJURdbXjzzfNwJY,True,open,https://lh4.googleusercontent.com/-JRmCqfTh7WI/AAAAAAAAAAI/AAAAAAAAAAA/T055i2KmuEQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCIjaXto0JtE5Q5mo6TdMTxQSx4_F9U0l_zzDDyGr0uF6hyboEWr0CJs0guACYKnBrX503TWryh1cNmBrBo2XPkuS-x97IhvEyRhsIEsN2SbOGX8UU51MoXML4wJGFDg90KUsw_Q=w408-h306-k-no,35899,moderate,
Acatraz,Bar & grill,"Bar, Bowling club, Hamburger restaurant, Pizza restaurant, Pool hall, Rehearsal studio, Restaurant","Acatraz es un multiespacio con muchas opciones en juegos Arcade y gastronomía. También contamos con 10 pistas de Bowling y más de 20 Pool.
Acatraz tiene 5 pisos de Entretenimiento y Gastronomía.
Los Esperamos.",5491149824818,"Av. Rivadavia 3636, C1204 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1204,Buenos Aires,AR,-34.6113399,-58.4175542,4.3,18992,https://m.facebook.com/acatrazmultiespacio/,m.facebook.com,16017853558445924615,ChIJG58JY1_KvJURB2Fl9_HYSt4,True,close,https://lh5.googleusercontent.com/-xsDNX7AfSIk/AAAAAAAAAAI/AAAAAAAAAAA/-rJzvsqMolg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa5Z297xWidY_2BUFE-H4YvUXgJu40K5UGVeXpSR3tyMgBfgKjyitOZ5pTvu-nQNzToyHRVmQvXEVoAbKsx8ijcxNclt9duNwL8oUxK962Z4abgS1ICo81zX18uyPKCWBgb0AeWg=w426-h240-k-no,11396,moderate,
La Parolaccia Trattoria,Italian restaurant,"Bar, Brunch restaurant, Cafe, Fine dining restaurant, Gluten-free restaurant, Lunch restaurant, Pasta shop, Restaurant, Wine bar","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491153027593,"Av. Alicia Moreau de Justo 1052, C1107AAV Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1107,Buenos Aires,AR,-34.609889599999995,-58.366187,4.4,17303,http://www.laparolaccia.com/,www.laparolaccia.com,17767885217476761909,ChIJZeGJHCo1o5URNdmdjXc1lPY,True,close,https://lh4.googleusercontent.com/-X8WxMvwjX8k/AAAAAAAAAAI/AAAAAAAAAAA/a9D71Up-y38/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNpE0zT8VI5H6VqqhnL_PJscan8D8wKxqfCSnYw=w408-h271-k-no,13158,inexpensive,
JOBS BAR,Bar,"Bar & grill, Game store, Pizza restaurant, Restaurant",Laid-back pool hall offering simple snacks & drinks in an unpretentious ambiance.,,"Carlos Calvo 3860, C1230ABP C1230ABP, Cdad. Autónoma de Buenos Aires",C1230ABP,C1230,Buenos Aires,AR,-34.624738,-58.419810399999996,4.2,16879,https://instagram.com/jobsbar_oficial?igshid=MzRlODBiNWFlZA==,instagram.com,5019069223931069839,ChIJb4jltoTKvJURj8WB891Qp0U,True,close,https://lh6.googleusercontent.com/-f-uZ1bGz9CM/AAAAAAAAAAI/AAAAAAAAAAA/6qpt1avTnJo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKCA1c4zenn_FRZpM_xictD7gB-CFvJFuBBsy-1vFMO5Pajg4GSECEgxB8CkPP5duCSRhRq2g8riH_1UbWl_-zvaqDRdwJTz7RSiqokdAtuBpXcmxhgBp6Kb4xoRNH0ydxzW10uQ=w408-h725-k-no,5358,moderate,
Kraken bar,Bar,"Bar & grill, Tapas bar","Kraken Bar se encuentra ubicado en Puerto Madero,uno de los principales sitios turísticos de la ciudad de Buenos Aires. Desde el 31 de diciembre del año 2.009 abrió sus puertas al público. La idea surgió de la movida mercantil e histórica que maneja Puerto Madero, siendo antiguamente una zona de carga y descarga donde convergían muchos marineros de diversas culturas, creando el concepto de una cantina pirata del pasado mezclando lo antiguo con lo actual. Hasta la actualidad se han presentado algunos cambios y modificaciones como nuestra barra que es en forma de Barco terminado en la proa con el pirata sentado de casaca roja brindando con un chopp de cerveza en su mano. Los invitamos a visitarnos, a conocer y disfrutar de una noche porteña",5491165611036,"Av. Alicia Moreau de Justo 970, C1107AAT Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1107,Buenos Aires,AR,-34.608928299999995,-58.366065299999995,4.7,15167,https://www.instagram.com/krakenbaroficial/,www.instagram.com,4979145148343050904,ChIJE_yL4Ss1o5URmOIYvCF6GUU,True,open,https://lh5.googleusercontent.com/-LmJ5fttO_4s/AAAAAAAAAAI/AAAAAAAAAAA/0z1_zJqEtns/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN7XFrSxGSa68q8u_ncAXGZerWl-uYEctx8watJ=w408-h612-k-no,3779,moderate,
La Mala Pub,Bar,Restaurant,,5491140333546,"Arco 3 y 4, Av. del Libertador 3883, C1425 ABL, Cdad. Autónoma de Buenos Aires, Argentina",ABL,C1425,Buenos Aires,AR,-34.5709011,-58.422129,4.2,15014,https://www.lamala.com.ar/,www.lamala.com.ar,17498767496437616373,ChIJzTMsFvi1vJUR9c5QWFMc2PI,True,open,https://lh4.googleusercontent.com/-w_mQsHXrRls/AAAAAAAAAAI/AAAAAAAAAAA/5aFSzA452rQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN687d8wFptsIcyvpohhBQJt3DMu-J__UzVx36N=w408-h271-k-no,2217,moderate,
Casa Temple,Bar,"Beer hall, Brewpub, Hamburger restaurant, Restaurant","Para quedarse a vivir. Más que un bar es una casa. Nuestra. Y de ustedes. Tremenda casa antigua en pleno Palermo con un patio selvático de más de 100m2. Reservas de hasta 200 personas. (sí, de hasta 200).",5491167390110,"Costa Rica 4677, C1414BNF Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.588136299999995,-58.4268587,4.4,14350,https://templebeer.com/es,templebeer.com,3888936940795592957,ChIJAQWetIe1vJUR_QAEDotH-DU,True,close,https://lh3.googleusercontent.com/-HdTj8GXWqic/AAAAAAAAAAI/AAAAAAAAAAA/cMYqRrO7Axo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOgjUpACt7qBlBkL2Z6R42muTxNQxOCNRlbE17c=w408-h408-k-no,3367,moderate,
La Birra Bar,Hamburger restaurant,"Bar, Fast food restaurant",,,"Carlos Calvo 4317, C1230 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1230,Buenos Aires,AR,-34.624887199999996,-58.4262428,4.5,13157,,,192848598132501573,ChIJucL_g1HKvJURRaweO8cirQI,True,open,https://lh5.googleusercontent.com/-r2taH6rIZ94/AAAAAAAAAAI/AAAAAAAAAAA/CSPXfNitPJs/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPzAV0d7dTIGzEZwNk3JvXxwkWqSa1gwsCGvIUe=w408-h544-k-no,5195,moderate,
Café Margot,Cafe,"Bar, Bar & grill",,5491142706999,"Av. Boedo 857, C1230 Cdad. Autónoma de Buenos Aires",Buenos Aires,,Buenos Aires,AR,-34.6232968,-58.4164616,4.2,12812,http://www.losnotables.com.ar/,www.losnotables.com.ar,12989393136169221329,ChIJMRcGRP_KvJUR0XxDkTyYQ7Q,True,close,https://lh3.googleusercontent.com/-CHuQkl6vG7A/AAAAAAAAAAI/AAAAAAAAAAA/39CbE-CxtBI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNGGawhyUXVXFlSnfJmYrZAZ7B7Md8pA6Jk8sUR=w426-h240-k-no,6500,moderate,
La Parolaccia Dolce,Restaurante italiano,"Bar, Restaurante de brunch, Cafetería, Restaurante de alta cocina, Restaurante de comida sin gluten, Tienda de pasta, Restaurante, Vinoteca","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491145111774,"Av. del Libertador 5823, C1428ARB Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1428,Cdad. Autónoma de Buenos Aires,AR,-34.558227699999996,-58.446098899999996,4.3,12193,http://www.laparolaccia.com/,www.laparolaccia.com,14958344837448548755,ChIJ981dgcy1vJURk0Hrf2C3ls8,True,close,https://lh5.googleusercontent.com/-iTtg2pO3Fy0/AAAAAAAAAAI/AAAAAAAAAAA/j9wUt27M-UI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN0o-pPL7r9vG-iDfdsOJj820H9-jXvMWwqXb0J=w408-h469-k-no,6473,inexpensive,
Izakaya by Sushi Pop Palermo,Sushi restaurant,"Asian restaurant, Bar, Cocktail bar, Japanese restaurant","Ubicado en el corazón de Palermo, con grandes centros gastrónomicos importantes. El local tiene capacidad para más de 100 personas entre el espacio cerrado y nuestra vereda al aire libre. El interior está pensado como un lugar más intimo, para parejas o grupos pequeños, mientras que nuestro entrepiso ofrece un espacio más social, especial para realizar eventos, cumpleaños y after office. El restaurante cuenta además con Delivery y Take Away.
Te esperamos con todo nuestro staff para disfrutar de la Experiencia Izakaya.",5491152725900,"Soler 5598, C1425 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1425,Buenos Aires,AR,-34.5810897,-58.4325372,4.5,12042,https://www.sushipop.com.ar/,www.sushipop.com.ar,8785761479321820297,ChIJ7dqQuJG1vJURiZxJOIRL7Xk,True,open,https://lh3.googleusercontent.com/-bITuwY4wUfE/AAAAAAAAAAI/AAAAAAAAAAA/t2rG5oPB_OY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNX-1CvdBbH86B8hrw83dPUNrE5wSSwWNctEwl8=w408-h272-k-no,3319,moderate,
La Trastienda Club,Concert hall,"Amusement Centre, Bar","Prominent venue featuring a range of famous local & international bands, cocktails & a casual cafe.",,"Balcarce 460, C1064 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1064,Buenos Aires,AR,-34.6130053,-58.370514899999996,4.5,11989,http://www.latrastienda.com/,www.latrastienda.com,11931096632245711699,ChIJf5XLuCo1o5URU3PdYSzFk6U,True,close,https://lh5.googleusercontent.com/-raVkTEP2Zs4/AAAAAAAAAAI/AAAAAAAAAAA/aQE9EwW0iu8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4WwirMWZteW21qCVjKsQXFeJIn4mkfle2dZhwn9cep6WzqnjMx9JFJc-Y4V9L7HxRzSt5u0YpBTjqtTf9uvDsv9IR1fd917-fP6X_UP5cDynzSfTpH0kNk0-ee8vht_T4u5N3=w408-h306-k-no,21642,,
Temple Craft Madero,Bar,"Beer hall, Brewpub, Hamburger restaurant, Restaurant","Se suma un nuevo Temple a la manada. Llenamos de encuentro birra y música a Madero

Somos el lugar y la excusa para encontrarse
Somos el motor para expresarse
Somos la juntada
Somos la ranchada
Somos movimiento de hombros y cadera
Somos la despedida y somos el reencuentro

Somos encuentro, birra y música.",5491159089020,"Pasaje Peatonal, Juana Manuela Gorriti 867, C1107 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1107,Buenos Aires,AR,-34.607555399999995,-58.366312799999996,4.5,11824,https://pedir.tucan.la/menu/templepuertomadero/Menu%20Findes,pedir.tucan.la,1149727628577891423,ChIJ4V9RUPQ1o5URX2TWyS-n9A8,True,open,https://lh5.googleusercontent.com/-5XUi1-jWWcg/AAAAAAAAAAI/AAAAAAAAAAA/U4y3Jgnakvs/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7Dz_nSJjOvbfVUCoQvtrgs88UXpjUVkUgWBmVR_caPtgHjBNtncTYoobg49NjTqkrtPHQkr3EamPdL4cQnoWLwOiLoDtjvYZEbGi0DvJFz6h-hSSkK6YEyRoLAX0kJg_z7Nut=w408-h306-k-no,3887,moderate,
Antares Mercado San Telmo,Bar,Restaurant,Cervecería,,"Carlos Calvo 485, C1066 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1066,Buenos Aires,AR,-34.6194707,-58.372492699999995,4.2,11654,http://www.cervezaantares.com/,www.cervezaantares.com,1006856249680108260,ChIJNYQBFdXKvJUR5JoQrmwS-Q0,True,close,https://lh4.googleusercontent.com/-oIcP9AvZTQc/AAAAAAAAAAI/AAAAAAAAAAA/oiccFMUkGw8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMaMFlo0Ks_ZYnXuh5V5y8lUCTDIWciNsDBVlJ_=w408-h725-k-no,6554,moderate,
El Desembarco Boedo,Hamburger restaurant,"Bar, Brewpub, Restaurant","Huge artisan burgers, crafts beers & happy-hour specials offered in an industrial chain offshoot.",5491164102061,"Castro Barros 785, C1217 AUTONOMA DE BUENOS AIRES, Cdad. Autónoma de Buenos Aires",AUTONOMA DE BUENOS AIRES,C1217,Buenos Aires,AR,-34.6209124,-58.419575599999995,4.4,11530,https://www.eldesembarco.com/menu,www.eldesembarco.com,7568527419109665747,ChIJdabHUlbKvJUR0-vVgJbPCGk,True,close,https://lh3.googleusercontent.com/-96Yz_jTjam0/AAAAAAAAAAI/AAAAAAAAAAA/F0LTXG6NDL0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvPhC2AyOEUsAgu7fh8RipZDigBBfMl1rD9tHh4B3uncrZpcJeqiMN_i4UQorCRH_lo4c7vDfc5s4MOa5ZFTvGXAa0O-xkWg5yBFiE3T4GtfisUzsKQwmKkiIClGsvarL8Zlwo=w493-h240-k-no,2928,moderate,
Kona Bar,Bar & grill,"Bar, Coffee shop, Tea house","Low-key rooftop hangout offering burgers, sandwiches & salads, plus cocktails & desserts.",5491144690926,"Av. de Mayo 301, B1704EYF Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.643679399999996,-58.5653193,4.2,11308,http://www.konabar.com.ar/,www.konabar.com.ar,2418158412967989096,ChIJYbD8jeXHvJURaE-Uv0MGjyE,True,open,https://lh5.googleusercontent.com/-Mh-RQ4f_-r4/AAAAAAAAAAI/AAAAAAAAAAA/mrwa287gBrw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPhB89hP7bWD9RYe729EyuoTEOqIPJvFYJso6I_=w408-h271-k-no,4437,moderate,
Taco Factory / Mexican food,Mexican restaurant,"Bar, Burrito restaurant, Cocktail bar, Fast food restaurant, Taco restaurant","Desde lo más profundo de la Cultura Mexicana llega para sus paladares una comida auténtica. Hecha por mexicanos para todo el mundo.

No somos un restaurante “tipo mexicano” sino que llevamos a México en la sangre y lo demostramos elaborando para usted nuestra especialidad: tacos, ¡Ricos Tacos!",5491126042528,"Gorriti 5062, C1414 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.589037499999996,-58.431857699999995,4.1,11250,,,3202895046449175956,ChIJYfY6Aom1vJURlB12OBP4ciw,True,open,https://lh5.googleusercontent.com/-W5UljI0EVl8/AAAAAAAAAAI/AAAAAAAAAAA/kIL7m1fI1JU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nruX0nsSN9Jis5fryKi_-Rruro2Qn4ekbF1EvFlq2QplhSzBbFHwTqt3iCBfLHim4GK8Cio4AiO5QyByq5A377f4lgAvke-O4zKApxeqq_SbckejCFecsMz-qedz8gQgjoVVNmOcA=w408-h306-k-no,5146,moderate,
La Poesía,Coffee shop,"Argentinian restaurant, Bar, Restaurant",,54943007340,"Chile 502, C1098 AAL, Cdad. Autónoma de Buenos Aires",AAL,C1098,Buenos Aires,AR,-34.616143,-58.373250999999996,4.4,11249,http://www.losnotables.com.ar/cafe-la-poesia/,www.losnotables.com.ar,13724948213557180726,ChIJoyuClSrLvJURNjm1ra7PeL4,True,close,https://lh5.googleusercontent.com/-rXsxd6q82PU/AAAAAAAAAAI/AAAAAAAAAAA/zCxpNDfeS08/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOhjiJkjJwbo9_-EhNWtF8kqMsQynSoOkDPVAjD=w408-h272-k-no,8357,moderate,
El Federal Bar,Bar,Restaurant,,5491143617328,"Carlos Calvo 599, C1068 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1068,Buenos Aires,AR,-34.619571199999996,-58.3741962,4.4,11104,http://www.barelfederal.com.ar/,www.barelfederal.com.ar,5936364565645344418,ChIJc2yddyvLvJURor6ByB40YlI,True,open,https://lh3.googleusercontent.com/-s0yf2h_-BVE/AAAAAAAAAAI/AAAAAAAAAAA/lMqJ0SkAq14/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMT3rLfuEa5d1LWfC3rn4ZAiZ2r5oHJfyBGV8Nb=w426-h240-k-no,10373,moderate,
Club de la Birra Caballito,Bar,"Cervecería, Restaurante","Club de la Birra es un bar de amigos con cervezas, tragos, hamburguesas, tapeos, pizzas, sándwiches y platos caseros. Contamos con buena música, mobiliario cómodo, plantas y espacios al aire libre.",,"Av. Pedro Goyena 60, 1424 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,1424,Cdad. Autónoma de Buenos Aires,AR,-34.6253922,-58.4280556,4.3,10931,https://www.clubdelabirra.com.ar/,www.clubdelabirra.com.ar,14986216011138641352,ChIJsWi5-lHKvJURyK0wzw-8-c8,True,close,https://lh4.googleusercontent.com/-MIMLMfE94zE/AAAAAAAAAAI/AAAAAAAAAAA/UvCqvZyvpfg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOOIHUF9h0_vmzncQN4Wucz40zqdXFQfeT9bB5O=w408-h612-k-no,4110,moderate,
Kentucky Urquiza Av Triunvirato 4500,Pizza restaurant,Bar,,5491145236226,"Av. Triunvirato 4500, C1431FBU Cdad. Autónoma de Buenos Aires",Buenos Aires,C1431,Buenos Aires,AR,-34.5757227,-58.48432,3.9,10705,https://kentucky.com.ar/,kentucky.com.ar,843447260512679334,ChIJSfZxvme2vJURpnWijdCGtAs,True,open,https://lh4.googleusercontent.com/-NczsOlm3JoY/AAAAAAAAAAI/AAAAAAAAAAA/WeZ8jXnNW8c/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no70ELOlORPswn875aPaS3v-mOhsYDSdRAFPgVUUjdEQ7XqjUi4FIzE9Zze76r3m5zYklsoBWDO6If2J-Xm5S9leMOnOFqsy_e3a2xzfd69W4zuu25nzvZEtliWyy2u5c178xg=w408-h306-k-no,1818,moderate,
Bar de Cao,Bar,"Bar & grill, Restaurant",,5491123533759,"Av. Independencia 2400, C1225AAS Cdad. Autónoma de Buenos Aires",Buenos Aires,C1225,Buenos Aires,AR,-34.6187363,-58.399905499999996,4.3,10526,http://www.losnotables.com.ar/bar-de-cao/,www.losnotables.com.ar,16370748154409230945,ChIJVZ1JWeHKvJURYaLx4rWUMOM,True,close,https://lh4.googleusercontent.com/-wG3n4LznjaE/AAAAAAAAAAI/AAAAAAAAAAA/WHEcclokb1I/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPFdRYUotH-VMz8kkHlRtzn0efQSd3qLKZFleGS=w426-h240-k-no,5893,moderate,
Temple Craft Soho,Bar,"Beer hall, Brewpub, Hamburger restaurant, Restaurant","Imposible no conocerlo. La esquina de Palermo. Edificio de 3 pisos intervenido por lobos y graffitis. Un ícono, a metros (a pasos incluso) de nuestros bares. Djs viernes y sábado. Vereda, mucha vereda.",5491167390110,"Costa Rica 4699, C1414BNF Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.5880228,-58.4270193,4.6,9976,https://templebeer.com/es,templebeer.com,5803762309330216679,ChIJ-T3lSoa1vJUR56ZtGBIbi1A,True,close,https://lh5.googleusercontent.com/-Uy-Fe1ilats/AAAAAAAAAAI/AAAAAAAAAAA/Lb7Rpy7gT1U/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMvrMFs07HZpIa2YWih19NHZgOFgb4hvJtcSQhE=w408-h811-k-no,2280,moderate,
Teatro Picadero,Performing arts theater,"Bar, Restaurant",MULTIESPACIO - SALA DE TEATRO - BILLIE CLUB - TERRAZA - RESTAURANTE. Teatro - música - shows - eventos,5491151995793,"Enrique Santos Discépolo 1857, C1051 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1051,Buenos Aires,AR,-34.6037757,-58.3933812,4.7,9807,http://www.teatropicadero.com.ar/,www.teatropicadero.com.ar,15080159767500849523,ChIJsUJsyMHKvJURc4EGEml9R9E,True,close,https://lh5.googleusercontent.com/-oNgtbnAio_o/AAAAAAAAAAI/AAAAAAAAAAA/7D9arVWRXZE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npDQS0Bb_jm2_La1H1S3sp5UjH081mgocSNhdgCvyrVA-6AP3U76YVSJaZyA_PrfiUtNzyNTVILV0Zm63UEB2v4c2sN6CMdQveJhVYoKs4s48fmePmdqtiQvmrgL_6A0toRqx6G=w408-h306-k-no,5170,,
Aquiles,Restaurant,Bar,,5491134300731,"Av. Bartolomé Mitre 298, B1603 Villa Martelli, Provincia de Buenos Aires",Villa Martelli,B1603,Buenos Aires Province,AR,-34.5462728,-58.500221499999995,4.2,9723,https://www.facebook.com/aquilesestulugar/,www.facebook.com,3368165197929893768,ChIJYZ21edu2vJURiM9x92Ygvi4,True,open,https://lh6.googleusercontent.com/-WDuh-YkmF0o/AAAAAAAAAAI/AAAAAAAAAAA/SHoLoo-NobE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdkHxsqIz3DMm3R_f02x-QCPvuFf-VpFg6-zvscA8sIntuKJAYX_QpN3cQOQqZbKIBbdtqdwxmVxuCl130yzEmRd0kD1CWDTDki5_eJKYiki69b6Rh7BRluI7bc9-CpNZP0t02=w426-h240-k-no,5051,moderate,
