titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating
Café Tortoni,Cafetería,,Icónico café estilo francés inaugurado en 1858 y lugar favorito de la élite cultural con tango en vivo.,5491143424328,"Av. de Mayo 825, C1084 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1084,Cdad. Autónoma de Buenos Aires,AR,-34.6086531,-58.3782121,4.5,37779,http://www.cafetortoni.com.ar/,www.cafetortoni.com.ar,5911962012960146477,ChIJ01wendHKvJURLcQXvCCCC1I,True,open,https://lh6.googleusercontent.com/-g1f9vyz2ei8/AAAAAAAAAAI/AAAAAAAAAAA/K45WghzpaPI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqOx4lkNVF2SD5cOi2OlNCbvsTMVag7tUxBKn74NpC1PrUG5fjyOcGaDjUhyzjbz7_CGWmcihFJXCHWHTK7Sfzsw6amyq5oZliL0Y6QQCAzsutmtmp1ZD0O9yhHYoxrjzaLrS2uyw=w408-h306-k-no,74466,moderate,
Rapanui,Chocolate shop,"Coffee shop, Ice cream shop",,5498108887272,"Av. Pedro Goyena 1515, C1406 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,,Buenos Aires,AR,-34.6276795,-58.448923699999995,4.6,18307,https://rapanui.com.ar/,rapanui.com.ar,3301821581209699595,ChIJX5MqYDDKvJURCwW5-ztt0i0,True,open,https://lh5.googleusercontent.com/-KpgFEGmXhYo/AAAAAAAAAAI/AAAAAAAAAAA/TlcBcvaeg-A/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noz3wNc-7IuR-d6sXdceHs4qxTEDCZptLkBqgOLmay_Jvj5zWpWFQlFMIU_GJiFUMZyfYWIKejsGIioYHjED6JCGrLh5zgqftfXvUoQVmB_MuHHwxAJeUVNkhEmoBnbHPRBxTOk3w=w532-h240-k-no,4147,,
La Parolaccia Trattoria,Italian restaurant,"Bar, Brunch restaurant, Cafe, Fine dining restaurant, Gluten-free restaurant, Lunch restaurant, Pasta shop, Restaurant, Wine bar","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491153027593,"Av. Alicia Moreau de Justo 1052, C1107AAV Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1107,Buenos Aires,AR,-34.609889599999995,-58.366187,4.4,17303,http://www.laparolaccia.com/,www.laparolaccia.com,17767885217476761909,ChIJZeGJHCo1o5URNdmdjXc1lPY,True,close,https://lh4.googleusercontent.com/-X8WxMvwjX8k/AAAAAAAAAAI/AAAAAAAAAAA/a9D71Up-y38/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNpE0zT8VI5H6VqqhnL_PJscan8D8wKxqfCSnYw=w408-h271-k-no,13158,inexpensive,
Rapa Nui,Ice cream shop,"Chocolate cafe, Coffee shop",,5498108887272,"C1419IFU, Av. Lincoln 4218, C1419IFU Cdad. Autónoma de Buenos Aires",Buenos Aires,C1419,Buenos Aires,AR,-34.599281399999995,-58.514198099999994,4.4,15757,https://rapanui.com.ar/,rapanui.com.ar,12501133290474726155,ChIJ2yex3cu3vJURC2OObH7yfK0,True,open,https://lh4.googleusercontent.com/-b1kzX-Qq2qM/AAAAAAAAAAI/AAAAAAAAAAA/o0y70Ag5xYk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKEK-LKINbOlxyTy4dLxcflV4Ajezw8xKqKK-iVS9RCR4DYoPND3dsMqBeX5X5gipSA1kV6YLSdLgxK0htdzm9WrZNAN11mSsYxREgX0uusovvm_CDzN7ugHdwOX3Tzyy_dZU8=w408-h306-k-no,3612,expensive,
Torino Norte,Pizza restaurant,"Coffee shop, Fast food restaurant, Restaurant","Pizza, pasta, sandwiches & more in a relaxed 2-story restaurant on a bustling city street.",5491145811776,"Av. Juan Bautista Justo 3995, C1416 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1416,Buenos Aires,AR,-34.6042643,-58.4584481,4.4,15461,http://www.pizzeriatorino.com.ar/,www.pizzeriatorino.com.ar,9412782717022888702,ChIJ2bcfXwHKvJUR_uIVlALsoII,True,open,https://lh5.googleusercontent.com/-H-j-QkjRiUw/AAAAAAAAAAI/AAAAAAAAAAA/kQyOMFg2guc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPKumXyKGXMPwrUB8YMbBkbgFfNmALUYmZXkz8=w426-h240-k-no,5183,moderate,
Dandy Santa Fe,Breakfast restaurant,"Coffee shop, Takeout restaurant",,5491138898655,"Av. Sta. Fe 801, C1059ABC Cdad. Autónoma de Buenos Aires",Buenos Aires,C1059,Buenos Aires,AR,-34.594960199999996,-58.378664799999996,4.6,14675,https://somosdandy.com/,somosdandy.com,4758958107331006138,ChIJWUeRa7bKvJURug5uQC83C0I,True,close,https://lh6.googleusercontent.com/-8r9n7zr5s0Q/AAAAAAAAAAI/AAAAAAAAAAA/vdgVIJyZ61s/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5L0XjetnEg8oJAO6vKSBrUknEI9UqnfZrwbX2iVcn8tL9bp84ZN5FJGqOfl4ondc3u-t0igchYjAKpBhs5j70SevSzlisoZ_-H1zkKyeLzUfJgQj_UFtC-b0st35kWu2gJpYEK249VVgR=w408-h306-k-no,2805,moderate,
London City,European restaurant,"Breakfast restaurant, Cafe, Restaurant","Situado en pleno corazón de la city porteña, desde el 28 de Septiembre de 1954, “London City” fue refugio de poetas, artistas, políticos, que transitaban desde el Palacio Municipal hasta el edificio del Consejo Deliberante, periodistas que entraban y salían del vecino edificio del diario La Prensa y de los porteños y turistas que paseaban y trabajaban a lo largo de la hermosa Avenida de Mayo.

“London City” fue declarado café notable por la Comisión de Protección y Promoción de los cafés, bares, billares y confiterías notables de la ciudad de Buenos Aires.",5491143429057,"Av. de Mayo 599, C1084 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1084,Buenos Aires,AR,-34.608412799999996,-58.3749043,4.4,14106,http://www.londoncity.com.ar/,www.londoncity.com.ar,7006877902255982465,ChIJQc4WrNPKvJURgYeA_FNuPWE,True,open,https://lh3.googleusercontent.com/-OMKImkky02A/AAAAAAAAAAI/AAAAAAAAAAA/fa394mlLO4I/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipM11VS6ynylfmTTTx35McTJReingHVp38exEdgt=w408-h505-k-no,12056,moderate,
Café Margot,Cafe,"Bar, Bar & grill",,5491142706999,"Av. Boedo 857, C1230 Cdad. Autónoma de Buenos Aires",Buenos Aires,,Buenos Aires,AR,-34.6232968,-58.4164616,4.2,12812,http://www.losnotables.com.ar/,www.losnotables.com.ar,12989393136169221329,ChIJMRcGRP_KvJUR0XxDkTyYQ7Q,True,close,https://lh3.googleusercontent.com/-CHuQkl6vG7A/AAAAAAAAAAI/AAAAAAAAAAA/39CbE-CxtBI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNGGawhyUXVXFlSnfJmYrZAZ7B7Md8pA6Jk8sUR=w426-h240-k-no,6500,moderate,
La Parolaccia Dolce,Restaurante italiano,"Bar, Restaurante de brunch, Cafetería, Restaurante de alta cocina, Restaurante de comida sin gluten, Tienda de pasta, Restaurante, Vinoteca","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491145111774,"Av. del Libertador 5823, C1428ARB Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1428,Cdad. Autónoma de Buenos Aires,AR,-34.558227699999996,-58.446098899999996,4.3,12193,http://www.laparolaccia.com/,www.laparolaccia.com,14958344837448548755,ChIJ981dgcy1vJURk0Hrf2C3ls8,True,close,https://lh5.googleusercontent.com/-iTtg2pO3Fy0/AAAAAAAAAAI/AAAAAAAAAAA/j9wUt27M-UI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN0o-pPL7r9vG-iDfdsOJj820H9-jXvMWwqXb0J=w408-h469-k-no,6473,inexpensive,
Kona Bar,Bar & grill,"Bar, Coffee shop, Tea house","Low-key rooftop hangout offering burgers, sandwiches & salads, plus cocktails & desserts.",5491144690926,"Av. de Mayo 301, B1704EYF Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,B1704,Buenos Aires Province,AR,-34.643679399999996,-58.5653193,4.2,11308,http://www.konabar.com.ar/,www.konabar.com.ar,2418158412967989096,ChIJYbD8jeXHvJURaE-Uv0MGjyE,True,open,https://lh5.googleusercontent.com/-Mh-RQ4f_-r4/AAAAAAAAAAI/AAAAAAAAAAA/mrwa287gBrw/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPhB89hP7bWD9RYe729EyuoTEOqIPJvFYJso6I_=w408-h271-k-no,4437,moderate,
La Poesía,Coffee shop,"Argentinian restaurant, Bar, Restaurant",,54943007340,"Chile 502, C1098 AAL, Cdad. Autónoma de Buenos Aires",AAL,C1098,Buenos Aires,AR,-34.616143,-58.373250999999996,4.4,11249,http://www.losnotables.com.ar/cafe-la-poesia/,www.losnotables.com.ar,13724948213557180726,ChIJoyuClSrLvJURNjm1ra7PeL4,True,close,https://lh5.googleusercontent.com/-rXsxd6q82PU/AAAAAAAAAAI/AAAAAAAAAAA/zCxpNDfeS08/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOhjiJkjJwbo9_-EhNWtF8kqMsQynSoOkDPVAjD=w408-h272-k-no,8357,moderate,
Café de los Angelitos,Cafe,Breakfast restaurant,"Striking, ornate dining hall pairing Argentine cuisine & local wine with nightly tango performances.",5491149522320,"Avenida Rivadavia 2100 (esq, Rincón, 1033 Buenos Aires",Buenos Aires,1033,Buenos Aires,AR,-34.6096279,-58.3961329,4.5,10839,https://www.cafedelosangelitos.com/,www.cafedelosangelitos.com,12672800802913937733,ChIJAVOzZcjJvJURRWn41i_V3q8,True,close,https://lh6.googleusercontent.com/-TJjdjuP3-yI/AAAAAAAAAAI/AAAAAAAAAAA/y-dQjqy2cVQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nojEtDaVqRfkgAAiekBxPZyufwQIxNz8dGYaBd6moE786WBi9mPPtvSbyARIdcbicloaOZMGgL2ATnKzIKMSeGFTLlSwAEFQ_I5WRZIuEG_DYIFoW1aKaURCh5xlJNydead2rWgnw=w408-h306-k-no,15971,moderate,
Croque Madame,Restaurante,"Cafetería, Alimentación y bebida, Restaurante o cafetería",Cafetería relajada en el Museo Nacional de Arte Decorativo con sándwiches y ensaladas.,5491148068639,"Av. del Libertador 1902, C1425AAS Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1425,Cdad. Autónoma de Buenos Aires,AR,-34.5827193,-58.400559599999994,4.5,10672,http://www.croquemadame.com.ar/,www.croquemadame.com.ar,15253376048174964255,ChIJP6BkFWK1vJURH57rMLPgrtM,True,open,https://lh3.googleusercontent.com/-SsokW4ZaV8A/AAAAAAAAAAI/AAAAAAAAAAA/i42kM6e5d9Q/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxdYRPGXSTlatsGPz_jvNP4TNCtbRVJFnERlcpSuVtARCLEIiCuO-eHEV4nTAQ46Lc6HWVFk7RjKQLX_0nazSMMEogfuSazg160VFtXM7O8qHaakNjJK8BTim4ZLE6RigktsedXw=w408-h408-k-no,6981,expensive,
Confitería La Ideal,Cafetería,,,5491168011519,"Suipacha 384, C1008AAF Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1008,Cdad. Autónoma de Buenos Aires,AR,-34.603919,-58.3795207,4.5,10443,https://laideal.ar/,laideal.ar,4224442118722690692,ChIJmXG0TsnKvJURhB6qlLk7oDo,True,open,https://lh4.googleusercontent.com/-yWps_ym2GSk/AAAAAAAAAAI/AAAAAAAAAAA/AnfREM_DHms/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq44BUMev_l1n3xAyj6fVxyfAIkSqDz50V8x12heNJ-kAgY1tUntj6PMioT4N509CeJxkKOcMAL7smzhn63V3vjfCAbFdXaChwYwJYWg03iA0T08_XBBG_BlunM6mR0u8vRRKvueWVNx1Q=w408-h297-k-no,29509,expensive,
AXION energy,Gas station,Cafe,"Estación de Servicio AXION que cuenta con:
- suministro de combustibles de la más alta calidad destacándose la línea premium QUANTIUM.
- expendio de GNC
- tienda Spot! con servicios de cafetería, comidas rápidas, quiosco y Parada Sanguchera.
- venta de lubricantes Castrol.",5491146414382,"Av. Gral. Paz 11200, C1408 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1408,Buenos Aires,AR,-34.645832999999996,-58.528931199999995,4.2,10266,https://www.axionenergy.com/,www.axionenergy.com,13894387032500358697,ChIJ8RtcSkLIvJURKU7682PH0sA,True,open,https://lh6.googleusercontent.com/-cNSzII5GJR0/AAAAAAAAAAI/AAAAAAAAAAA/H75rTDy3afA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfFAV-MJMao3qe7UXZ7bmg8PXbZDtrZXiPsabFGBDGXvBOpayfcmKOFWVRinj4eb0TxXsUUwL5QAEMFc3co2V0ni7MDSeLIe_0gxfH1__nUD8oCH85S1OQ9JaHw5L4jF1hfexD=w408-h306-k-no,1075,,
La Panera Rosa Maipu y Av. Corrientes,Cafe,"Breakfast restaurant, Brunch restaurant, Cake shop, Confectionery store, Pastry shop, Restaurant","En La Panera Rosa, cada plato que ofrecemos es una combinación de vivencias y
experiencias culinarias de nuestro fundador, quien creció entre los aromas y sabores
de la cocina de su madre y su abuela, dos mujeres que sabían transformar ingredientes simples en experiencias memorables.

Algunas de esas recetas, las disfrutaba mientras veía sus dibujos animados favoritos, como La Pantera Rosa. Hoy, queremos compartir ese mismo espíritu con vos, transportándote a esas mañanas y tardes de tu infancia.

En La Panera Rosa los sabores, aromas y texturas se entrelazan para crear
momentos que te transportarán a tu propia historia. Vos, sos La Panera Rosa.",5491151539219,"Av. Corrientes 699, C1043 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1043,Buenos Aires,AR,-34.6032438,-58.3764366,4.3,10235,http://www.lapanerarosa.com.ar/,www.lapanerarosa.com.ar,10092257942513643417,ChIJOTanqdjLvJURme8jrSDnDow,True,open,https://lh5.googleusercontent.com/-kkCV3Z_VST8/AAAAAAAAAAI/AAAAAAAAAAA/jBYR0LjSIeA/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npONTwPAGHE-dOmDWf3HW8eAuspQoE4PZo92ikYSVJ0GX7utY5SJXvleLjGA_ylaZVxIYD3NvVtf4eZIrjn7IXxBQn2rj9Pc6RE1WA4GIYKh_bHfkph5rBnTLdgCECBGFM_WGEOyA9G1-o=w408-h306-k-no,3216,moderate,
La Farola de Martinez,Pizza restaurant,"Coffee shop, Meal delivery, Restaurant",,5491147923573,"Av. Sta Fe 2501, B1640IFM Martínez, Provincia de Buenos Aires",Martínez,B1640,Buenos Aires Province,AR,-34.494242299999996,-58.4984499,4.1,9885,http://freecupon.com.ar/menu-farolamartinez.php,freecupon.com.ar,5383370477179449035,ChIJi6zkMwaxvJURyy6bOu2StUo,True,close,https://lh5.googleusercontent.com/-5u8F1qlBV68/AAAAAAAAAAI/AAAAAAAAAAA/3vn3QWTeptk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZCuLe7vzkMEo33GNDTk1-mIpVj4FhPLP2mnqfnWFjP75mWXI0QCHeNYmGLDUofu8WWvY46f6B7s3wBm1r_jslcGv4bhYuq5Ca6zPAzB1DOhzfG6q0ZNLVkumM50PRbgfyjU1W=w408-h306-k-no,2151,moderate,
La Parolaccia Casa Tua Palermo,Italian restaurant,"Bar, Brunch restaurant, Cafe, Fine dining restaurant, Gluten-free restaurant, Lunch restaurant, Pasta shop, Restaurant, Wine bar","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491153027613,"Av. Cerviño 3561, C1425 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1425,Buenos Aires,AR,-34.579985799999996,-58.4090626,4.3,9626,http://www.laparolaccia.com/,www.laparolaccia.com,10153093265364892728,ChIJadNmOXm1vJURODx8DYgI54w,True,close,https://lh5.googleusercontent.com/-V5vULOnbAco/AAAAAAAAAAI/AAAAAAAAAAA/Bh4-Ze-a0vg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMYLRayTBTUFBWFTS3grE0wwd2R0jkjfzP7o3v3=w408-h271-k-no,5350,inexpensive,
La Parolaccia Trattoria (San Isidro),Restaurante italiano,"Bar, Restaurante de brunch, Cafetería, Restaurante de alta cocina, Restaurante de comida sin gluten, Tienda de pasta, Restaurante, Vinoteca","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491153027669,"Av. del Libertador 14621, B1641 Acassuso, Provincia de Buenos Aires",Acassuso,B1641,Provincia de Buenos Aires,AR,-34.4780373,-58.495153599999995,4.4,9511,http://www.laparolaccia.com/,www.laparolaccia.com,6905884973621666941,ChIJP5qS8LqxvJURfWRtaMuh1l8,True,close,https://lh4.googleusercontent.com/-U5WNNLhgXgM/AAAAAAAAAAI/AAAAAAAAAAA/w99yvzO0538/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipM1ERil8JDDjSI5cE9sNIBPG4AiavtT-jo5_a0e=w408-h272-k-no,4214,inexpensive,
Rapanui,Chocolate cafe,"Cafe, Cafeteria, Coffee shop, Espresso bar, Ice cream shop",,5498108887272,"Av. Sta. Fe 772, C1006 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1006,Buenos Aires,AR,-34.5952067,-58.3778146,4.6,9318,https://rapanui.com.ar/,rapanui.com.ar,14261327885458923480,ChIJl1STDLbKvJUR2N8m7iZq6sU,True,open,https://lh6.googleusercontent.com/-sFjZfOQtkl4/AAAAAAAAAAI/AAAAAAAAAAA/9rk_-lQJz34/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRdcwclQ2WwEyjQkUQVfAM_9_YCAtBr261n0Uv_dMHynhabflvsFtQ30nzrzoJR0ERot_wOTyRX_0YyBuCFe9TNVmd7Od7EwOaUDetvkL37tXyHKqgV9kvAiER8yFBx_o6g-mt0g=w408-h306-k-no,3244,,
Il Gatto - Obelisco,Restaurante italiano,Cafetería,,5491143936115,"Av. Corrientes 959, C1043AAJ Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1043,Cdad. Autónoma de Buenos Aires,AR,-34.6034885,-58.380272999999995,3.7,9197,,,14317885753690816338,ChIJfx_NF8_KvJURUv9dyztZs8Y,True,open,https://lh5.googleusercontent.com/-l2OXhyLNKBc/AAAAAAAAAAI/AAAAAAAAAAA/roL8lCC3noQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMPtrXa7ffAM3N4TZPtUmLKAqUhgS8SS21d8s1-=w408-h270-k-no,3548,inexpensive,
El Ateneo,Book store,"CD store, Coffee shop, DVD store","Somos la cadena de retail cultural más antigua de la Argentina superando el siglo de vigencia en el mercado local. Contamos con 8 locales distribuidos en las principales ciudades del país, Ciudad de Buenos Aires, Córdoba, La Plata, Rosario y Tucumán.
Desde el año 2000 contamos con un emblema cultural y turístico ubicado en el corazón del barrio de Recoleta, El Ateneo Grand Splendid, considerada una de las librerías más bellas del mundo.
En nuestros locales podrán encontrar todas las novedades de libros, música y películas, además de rompecabezas, juegos, agendas, cuadernos, accesorios y juguetes. Regalá Imaginación.",5491157869840,"Av. Cabildo 2093, C1428AAC Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1428,Buenos Aires,AR,-34.5620988,-58.456342799999994,4.5,9162,http://www.yenny-elateneo.com/local/juramento/,www.yenny-elateneo.com,13262696309446344117,ChIJv2HIhNO1vJURtf1uUAaQDrg,True,open,https://lh4.googleusercontent.com/-_uztk5qtYrw/AAAAAAAAAAI/AAAAAAAAAAA/ak7hRhpEeh0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOHD7rqOCXL-B-0nao0GnUia5Gr14fWVFpPVCBs=w408-h413-k-no,1779,,
Ladobueno,Ice cream shop,"Cafe, Dessert restaurant",,5491145040110,"Navarro 3184, C1419HTJ Cdad. Autónoma de Buenos Aires",Buenos Aires,C1419,Buenos Aires,AR,-34.596581199999996,-58.4985447,4.4,8750,https://www.heladosladobueno.com.ar/,www.heladosladobueno.com.ar,5430828833113427631,ChIJydQPtjC2vJURr86syQwuXks,True,open,https://lh6.googleusercontent.com/-Blagp--AWs8/AAAAAAAAAAI/AAAAAAAAAAA/3QcMpujopc4/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsvmu1J-aWC53aY9IsIqiAMJuVNi65kk9HbV0u9p33U4fqC47PgwBxTTVkzp0G-cLBtxQ7qabQsGJqUw13gU-MYR64tpObHn749mTavPhPfasR5TRFxq-cNaHfEbZM7jdu4Ug=w408-h306-k-no,3029,moderate,
Molly's,Restaurant,Cafe,"Laid-back establishment offering brunch, hearty lunches & sweet treats, plus a bar.",5491130323490,"Riglos 299, C1424AFE Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1424,Buenos Aires,AR,-34.621884699999995,-58.436839899999995,4.4,8739,https://instagram.com/mollys_coffeeandbar?igshid=mb6iu4i5gvgm,instagram.com,8460852989537023999,ChIJ013_SEbKvJUR__cnavf8anU,True,close,https://lh4.googleusercontent.com/-aW5vysRSjAY/AAAAAAAAAAI/AAAAAAAAAAA/tW20ZDnGdBE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNUiT35xF9DGN0Y29t8K5kvyW_AZwx7mdWuppTR=w426-h240-k-no,4065,moderate,
Milion,Restaurant,"Art gallery, Bar, Cafe, Cafeteria, Coffee shop, Espresso bar, Fine dining restaurant, Performing arts theater, Wedding venue","Grand townhouse restaurant with an elegant dining room & a garden, for tapas & Argentinian food.",5491137659616,"Paraná 1048, C1018ADB Cdad. Autónoma de Buenos Aires",Buenos Aires,C1018,Buenos Aires,AR,-34.5965288,-58.388621699999995,4.1,8188,http://www.milion.com.ar/,www.milion.com.ar,12167864176939261759,ChIJT1fyLrnKvJURP1-qNQDw3Kg,True,close,https://lh4.googleusercontent.com/-vYHbmgfcZ5Y/AAAAAAAAAAI/AAAAAAAAAAA/f1hphz4HDjo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOxz6g9rIzLzjfChQ6qbOSnsc_I0Ii6TK2GgHeV=w408-h271-k-no,7213,expensive,
Croque Madame Palacio Paz,Restaurante,Cafetería,"--------👖 CODIGO DE VESTIMENTA👕: -------------

Por políticas del Palacio Paz - Circulo Militar para ingresar a los salones se aplica código de vestimenta para caballeros y niños.
No son permitidas:
🚫Musculosas.
🚫Pantalones cortos.
🚫Sandalias abiertas.",5491159344555,"Av. Sta. Fe 750, C1006 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1006,Cdad. Autónoma de Buenos Aires,AR,-34.5958366,-58.3775062,4.5,8111,https://croquemadamepalaciopaz.com.ar/,croquemadamepalaciopaz.com.ar,3805293727606141370,ChIJbUZwLZHLvJURunH843sezzQ,True,open,https://lh5.googleusercontent.com/-FmQZOJj1xco/AAAAAAAAAAI/AAAAAAAAAAA/w2HCBjOOgWg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOe0h7Kv4L2MblOdmR07O7XLlyCDeUmf6mv7sou=w408-h272-k-no,8120,moderate,
HAEDO PLAZA,Pizza restaurant,"Barbecue restaurant, Cafe",,5491144437171,"Av. Pres. Perón 1880 PB, B1706 Haedo, Provincia de Buenos Aires",Haedo,B1706,Buenos Aires Province,AR,-34.635660699999995,-58.5905201,4.1,7918,,,12050168893043096364,ChIJxQA8Rni4vJURLLtLgcPMOqc,True,open,https://lh4.googleusercontent.com/-4ls61QXWlwU/AAAAAAAAAAI/AAAAAAAAAAA/IPxUefPAsvE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyTX9efaq0Iun35SeYg-mEc_mVjK4FmO-NcI739pmskeHJiPa2hcv45A2Md-fxLvQ7oWqVC59cHF81Qotmt8xF-B7_0Y_vGfDas4rp6tHpsPVWwstZImzckgfGm5B8i9gSsQ=w408-h544-k-no,2914,moderate,
Confitería La Ópera,Restaurant,"Bar, Coffee shop, Gastropub, Patisserie, Pizza restaurant","La Opera estuvo ubicada siempre en el mismo lugar. En la tradicional esquina porteña que forma dos de las avenidas más importantes de nuestra
ciudad: Callao y Corrientes.",5491143713648,"Av. Corrientes 1799, C1042 AAD, Cdad. Autónoma de Buenos Aires",AAD,C1042,Buenos Aires,AR,-34.604261799999996,-58.392164799999996,4,7803,http://laopera.com.ar/,laopera.com.ar,2242870957046334124,ChIJBV68mMHKvJURrILJj0BHIB8,True,open,https://lh6.googleusercontent.com/-M0ivXhuYwPA/AAAAAAAAAAI/AAAAAAAAAAA/eJ5Luod0WSc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNgum9-WDDnvXuNK5GHqYjuxyXlBelnGEsZGy0N=w408-h611-k-no,2669,moderate,
Los 36 Billares,Restaurante,"Restaurante argentino, Bar, Bar restaurante, Restaurante de desayunos, Restaurante de brunch, Cafetería, Pastelería, Pizzería a domicilio, Pizzería, Pizza para llevar, Club de billar, Sala de billares, Snack bar","Restaurante informal de pizza, platos de carne y empanadas, con billar y asientos al aire libre.",5491141221500,"Av. de Mayo 1271, C1085ABC Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1085,Cdad. Autónoma de Buenos Aires,AR,-34.6091049,-58.384378399999996,4.3,7717,http://www.los36billares.com.ar/,www.los36billares.com.ar,12544979929557503318,ChIJlaweudrKvJURVg2un8e4GK4,True,open,https://lh5.googleusercontent.com/-wf2m2k5-s8Q/AAAAAAAAAAI/AAAAAAAAAAA/Ss3uWIePQow/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNozRZwaD4wn5sb3UJj7Ouzey03iNKgTiiVZxoF=w408-h272-k-no,6338,moderate,
