titulo,categoria,categorias_adicionales,descripcion,telefono,direccion,ciudad,codigo_postal,region,pais,latitud,longitud,rating,cantidad_reviews,url,dominio,cid,place_id,verificado,estado_actual,logo,imagen_principal,total_fotos,nivel_precio,hotel_rating
Patio de los lecheros,Restaurant,"Bar, Family restaurant, Grocery store, Market","*SIN RESERVA
*Aceptamos débito, crédito y mercadopago.
*Pet Friendly

El patio de los lecheros solía ser una estación de tren, muy cercana a la actual ""Caballito"", a donde llegaba la leche proveniente del interior del país.

Cuando en 1961 se prohíbe la venta de leche sin proceso de pasteurización, estos trenes dejan de funcionar y el lugar cae en desuso durante muchos años.

En 2016 vuelve a abrir sus puertas, con una propuesta gastronómica llenas de opciones diferentes, espectáculos, arte y mas.",,"Donato Álvarez 185, Bacacay 1686, C1406 Buenos Aires",Buenos Aires,C1406,Buenos Aires,AR,-34.6233437,-58.454285,4.4,34470,https://www.instagram.com/elpatiodeloslecheros/,www.instagram.com,2881504577292147139,ChIJYWXAhyPKvJURwxkpbCUp_Sc,True,close,https://lh4.googleusercontent.com/-pDP0ausjiX0/AAAAAAAAAAI/AAAAAAAAAAA/PV2ZwTCoVbM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOplGYp5rCfl2bAcZrYC4_Qlrd-Up3N-zTYJOQu=w427-h240-k-no,41701,moderate,
Puny - Pasta & Grill,Restaurante,,"Puny Pasta & Grill, un restaurante que brinda homenaje a la escena teatral porteña. Representa el brillo y la popularidad que representó y representa actualmente la cultura teatral argentina.",5491122464521,"Av. Corrientes 1269, C1043 Cdad. Autónoma de Buenos Aires, Argentina",Cdad. Autónoma de Buenos Aires,C1043,Cdad. Autónoma de Buenos Aires,AR,-34.6037323,-58.384722999999994,4.9,33252,,,14928933522674098836,ChIJo-2LVIzLvJURlCJpJvE5Ls8,True,open,https://lh4.googleusercontent.com/-2v0AGgVLfwI/AAAAAAAAAAI/AAAAAAAAAAA/YuIuMwqb8Zk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMUEHUY-Jr6K3YJy2_l_VPnksaRxSPMIP4LX-rh=w408-h272-k-no,7520,inexpensive,
La Conga,Peruvian restaurant,Restaurant,"Traditional Peruvian comfort food, seafood & organic salads served in an easygoing restaurant.",5491161509045,"La Rioja 39, C1214ADA Cdad. Autónoma de Buenos Aires",Buenos Aires,C1214,Buenos Aires,AR,-34.6108812,-58.4090904,4.5,29079,https://www.instagram.com/lacongaresto,www.instagram.com,9245157041483551038,ChIJt41gePHKvJURPhFUplhlTYA,True,close,https://lh4.googleusercontent.com/-38IYuL2j1q0/AAAAAAAAAAI/AAAAAAAAAAA/e2qhf6OsynY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_T7JiX4GXJLoiwwR_gvKmjiDOk12hn_x7M4yZtugSPVr7VjPaZWH7wfvmiAkceWTDEdewyGBEOq4Ip3vzgC9FXyudGprFUrr5m2n9Vr3nCl73A77BP35bOjay8TloewQRWoWo=w408-h306-k-no,16302,inexpensive,
Sarkis,Armenian restaurant,"Middle Eastern restaurant, Restaurant","Celebrated eatery serving Armenian favorites in a large, informal space with sidewalk seating.",5491147724911,"Thames 1101, C1414DCW Cdad. Autónoma de Buenos Aires",Buenos Aires,C1414,Buenos Aires,AR,-34.591476799999995,-58.436123599999995,4.6,28018,https://instagram.com/restaurantesarkis?igshid=1muwpf21lofr5,instagram.com,5905253966896088186,ChIJhZ31RYq1vJUResRODTKt81E,True,open,https://lh6.googleusercontent.com/-b-HtexeFzMU/AAAAAAAAAAI/AAAAAAAAAAA/7qV27OwijHM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipO7v3KF6HCvkluC5zSZr7qiMO7RbkpZRCnLoYSS=w427-h240-k-no,14060,moderate,
El Cedrón,Pizza restaurant,"Espresso bar, Restaurant","Slices & pies served in an unassuming, long-standing pizza parlor with covered outdoor seating.",5491146861224,"Av. Juan Bautista Alberdi 6101, C1440 AAM, Cdad. Autónoma de Buenos Aires",AAM,C1440,Buenos Aires,AR,-34.6535102,-58.505019,4.4,27450,,,12192579279024204570,ChIJx1cdlADJvJURGqsGVkG-NKk,True,open,https://lh5.googleusercontent.com/-3smXepn8pJ8/AAAAAAAAAAI/AAAAAAAAAAA/2B_QBKilrtk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqO-3wjgF8PtRhXXaRCuG8fjZwpAIYEmJmPLHzV0dgzrhSbq1fbOcNNJl80R55qCqzI3EatGAt1eXBhNimnr3ERcdWJ54Q6ZfDZtrRfNwEM5bUWkpPlZK_rTmAXLdkBThvVYrGzw=w430-h240-k-no,7727,moderate,
MALLOY´S,Restaurant,Bar,,,"Sebastián Elcano 1723, B1640 Martínez, Provincia de Buenos Aires",Martínez,,Buenos Aires Province,AR,-34.478660399999995,-58.483289,4.2,26730,https://instagram.com/malloysbardecosta,instagram.com,3144358837004283193,ChIJRafGHJmxvJUROS0A5rMBoys,True,close,https://lh3.googleusercontent.com/-9jgndpASKws/AAAAAAAAAAI/AAAAAAAAAAA/LgJvsKLR320/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOaWqo1VosEJfkYI8NnEK8Y1hxwf9H2R-aNw33V=w408-h510-k-no,29024,moderate,
La Mezzetta,Pizza restaurant,"Fast food restaurant, Pizza takeaway, Restaurant","Casual pizzeria dating from the 1930s, with limited seating, offering pizzas, empanadas.",5491145547585,"Av. Álvarez Thomas 1321, C1427 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1427,Buenos Aires,AR,-34.5781077,-58.460841599999995,4.6,26046,https://www.instagram.com/pizzerialamezzetta,www.instagram.com,401118517299344147,ChIJkwhyr9-1vJURE3N1kCoPkQU,True,close,https://lh3.googleusercontent.com/-ZXhNyPX9KSk/AAAAAAAAAAI/AAAAAAAAAAA/gQk-XYJsNZ4/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPV4jIyX_KfDd-cPM7BDv1GSRqZ6O3TakmCMO_E=w426-h240-k-no,8388,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Juan Bautista Alberdi 7450, C1440 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1440,Buenos Aires,AR,-34.6617908,-58.5166002,3.9,25011,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,17847445638980385412,ChIJq5WoOzrJvJURhDqFsz_drvc,True,open,https://lh3.googleusercontent.com/-yzfZtEPjzVI/AAAAAAAAAAI/AAAAAAAAAAA/V5p9h962Q44/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNnd7M0yJn9uoE8hDoxqNnpCQyBXhZlKSwaXfJo=w417-h240-k-no,5198,moderate,
Parque de la Cervecería Quilmes,Bar,"Beer garden, Beer store, Pub, Restaurant","Contemporary-industrial brewery serving pastas, meats & salads accompanied by all Quilmes varieties.",5491133003105,"Triunvirato 700, B1878 Buenos Aires, Provincia de Buenos Aires",Buenos Aires,B1878,Buenos Aires Province,AR,-34.7367583,-58.2585671,4.4,23994,http://parquequilmes.meitre.com/,parquequilmes.meitre.com,8790721576945792553,ChIJf-l6mmAuo5URKTY38bLq_nk,True,close,https://lh6.googleusercontent.com/-fGTAeE5ryiY/AAAAAAAAAAI/AAAAAAAAAAA/obdFDNBncf8/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nox7j3caNzdTfE_qlQANHglZ-5aWuegWgeXPv0TuVMajnKUzNfLb_alrQaBTUEWSao6cSXF4GZ-wyIC74brA7DMWzPCYvqorqviNo7ZJX9GxivU8ZpjaDRux50N_stXvVZjQAFMo0stVOk=w408-h306-k-no,18220,moderate,
Kansas Grill & Bar,American restaurant,"Hamburger restaurant, Restaurant, Steak house","Kansas es un restaurante de Contemporary American Cuisine, inaugurado en junio de 1999 en San Isidro. Nuestra visión es ofrecer alimentos de calidad en un ambiente placentero con un servicio excelente. Creemos que la base de un buen plato está en la calidad de los ingredientes, por lo que usamos los mejores productos frescos. Además, consideramos la música, la arquitectura y la decoración esenciales para la experiencia gastronómica. Cada local tiene su propio carácter, con especial atención a los materiales y diseño. Nos esforzamos por satisfacer la confianza de nuestros clientes, brindando un servicio rápido y eficiente que supere todas las expectativas.",5491147764100,"Av. del Libertador 4625, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1426,Buenos Aires,AR,-34.5655463,-58.4323658,4.4,23724,http://www.kansasgrill.com/,www.kansasgrill.com,17345585774377724407,ChIJsWhsu7u1vJUR92naZlzmt_A,True,close,https://lh6.googleusercontent.com/-05ZyxEO53J8/AAAAAAAAAAI/AAAAAAAAAAA/2XexCWQ7Ijo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipOq3KY3_VtziDR9YPcQ0O9eHzkHhDJ6udowfoam=w408-h272-k-no,12136,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. del Libertador 7112, C1429BMR Cdad. Autónoma de Buenos Aires",Buenos Aires,C1429,Buenos Aires,AR,-34.5473952,-58.457187399999995,3.9,22248,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,1807900942648783981,ChIJvf4Z1yW0vJURbbSsI1T0Fhk,True,open,https://lh3.googleusercontent.com/-a-j-MdBKGGQ/AAAAAAAAAAI/AAAAAAAAAAA/uzbDL__P7PY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no97JGrb5_x2ikYmfgeOyMd3yDNlCeJi9mnrDhcUwnDw63y1HuxPz3wjNzoZilMhOW8v07ZPVC8uYQHgYp9S5RB003Yi8fY3XWJxGzOKa6WEQfoWy32ggbcKgxr17sFogAoxjI=w408-h305-k-no,4049,moderate,
La Cabrera,Barbecue restaurant,"Argentinian restaurant, Grill, Gastropub, Restaurant","Easygoing Argentinian restaurant specializing in grilled meats, with wood-lined decor & a terrace.",5491148310325,"José A. Cabrera 5127, C1414BGQ Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1414,Buenos Aires,AR,-34.589089799999996,-58.4332083,4.3,22142,http://lacabrera.com.ar/,lacabrera.com.ar,11565776114449552325,ChIJvx_Xcom1vJURxZN2FRnkgaA,True,open,https://lh5.googleusercontent.com/-6F2-dm_Adho/AAAAAAAAAAI/AAAAAAAAAAA/eyVLXMPQXKs/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreArVhNqSf-16MPAmDZgp3YgUpQ6cAij9Z_Hfn4Pjq5njw8JQl3yBaF5rwRA38GYkIBomFSjU7o4-etJOI5c7fCKeyMXaB6GvWVQfoWe2omgpYWHBRy-xfy9SB9vq1eFcZX9sA=w408-h306-k-no,22081,inexpensive,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Rivadavia 14350, B1704 Ramos Mejía, Provincia de Buenos Aires",Ramos Mejía,,Buenos Aires Province,AR,-34.6416178,-58.5695945,4,20902,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,3453142944780067603,ChIJrZ6LJu7HvJUREyNDdjYH7C8,True,open,https://lh4.googleusercontent.com/-Qyme6PGc2H4/AAAAAAAAAAI/AAAAAAAAAAA/2BrAQ-knuBk/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipN3k92QJ4xyLtS13X7N0LLKBtMwf4tZi_GrBqYD=w417-h240-k-no,3901,moderate,
Pertutti Lomas de Zamora,Restaurant,"Italian restaurant, Pizza restaurant",Down-to-earth eatery specializing in international comfort food & housemade baked goods.,5491143924334,"1832, España 299, B1832DFI Lomas de Zamora, Provincia de Buenos Aires",Lomas de Zamora,B1832,Buenos Aires Province,AR,-34.764194499999995,-58.400379199999996,4.2,20771,https://www.pertutti.com.ar/,www.pertutti.com.ar,11919023222002651632,ChIJQd0cfuvSvJUR8JEZgXjgaKU,True,open,https://lh6.googleusercontent.com/-4X7Ml1Fo1ZA/AAAAAAAAAAI/AAAAAAAAAAA/54mAjSbnXNQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKt2I0a0y7cfDS8CGMmveGq9MS9H89-o8eB7O0KtYHD0Ab5ywgB3cn0meIwpHUtJlMyX-usDyX0msTaMQWilKXcf-ENu09Ygbo37rNn9PhZ758bY7lraYKVb7JbHldXd4ejkG_=w426-h240-k-no,10742,expensive,
El Español Restaurante,Restaurante de cocina española,"Parrilla, Panadería, Cafetería, Restaurante familiar, Pastelería, Pizzería, Restaurante","Restaurante nocturno que sirve carnes, marisco y platos clásicos españoles en un comedor informal.",54949542744,"Rincón 196, C1089 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1089,Cdad. Autónoma de Buenos Aires,AR,-34.6116114,-58.3960328,4.3,20360,https://www.instagram.com/elespanol1956/,www.instagram.com,15623600272741780472,ChIJzfgO3-fKvJUR-Et4sast0tg,True,close,https://lh4.googleusercontent.com/-RDYScVCZ64o/AAAAAAAAAAI/AAAAAAAAAAA/L2e2QWTAYo0/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNf0AUkHxRgZ7JrFadD45Q2QlBSSjcMuScFjUGD=w426-h240-k-no,8867,moderate,
Burger King,Fast food restaurant,"Hamburger restaurant, Takeout restaurant, Restaurant","Well-known fast-food chain serving grilled burgers, fries & shakes.",,"Av. Rivadavia 4355, C1205AAD Cdad. Autónoma de Buenos Aires",Buenos Aires,C1205,Buenos Aires,AR,-34.613829599999995,-58.427242199999995,4,20218,http://www.burgerking.com.ar/,www.burgerking.com.ar,13005849319991060947,ChIJTfXi61zKvJUR06lScAwPfrQ,True,open,https://lh4.googleusercontent.com/-22559SmAmG8/AAAAAAAAAAI/AAAAAAAAAAA/1bm45YxUukI/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipP_TcCBHHmfUZZuOB153UX8-doAj4Pm0lWNeS8I=w426-h240-k-no,3952,moderate,
Nápoles,Italian restaurant,"Bar, Restaurant",,5491154171802,"C1152AAA, Av. Caseros 449, C1152AAA Cdad. Autónoma de Buenos Aires",Buenos Aires,C1152,Buenos Aires,AR,-34.6265114,-58.371741899999996,4.4,20210,http://napoles.meitre.com/,napoles.meitre.com,10862907940812338549,ChIJdQu60jLLvJURdbXjzzfNwJY,True,open,https://lh4.googleusercontent.com/-JRmCqfTh7WI/AAAAAAAAAAI/AAAAAAAAAAA/T055i2KmuEQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCIjaXto0JtE5Q5mo6TdMTxQSx4_F9U0l_zzDDyGr0uF6hyboEWr0CJs0guACYKnBrX503TWryh1cNmBrBo2XPkuS-x97IhvEyRhsIEsN2SbOGX8UU51MoXML4wJGFDg90KUsw_Q=w408-h306-k-no,35899,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Alicia Moreau de Justo 1190, C1091 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1091,Buenos Aires,AR,-34.611218099999995,-58.3659105,4.1,19329,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,10015770497630869656,ChIJjSXoiSk1o5URmBggpzMq_4o,True,open,https://lh4.googleusercontent.com/-elnfk-xYnpQ/AAAAAAAAAAI/AAAAAAAAAAA/Hf_4Jw5PC9A/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMaBe2naU0_gC2y3GaurglYO2GLQCo3HI5yQqPK=w520-h240-k-no,7136,moderate,
Parrilla El Tano Debenedetti,Grill,Takeout restaurant,"A partir del 17 de julio reabrimos nuestras puertas en Casella Piñeiro 187 - Sarandí.
Nuestros horarios de atención son: lunes y martes CERRADO, miércoles jueves y viernes de 15 a 00. Sábados de 14 a 01. Domingos de 12 a 16:30.
Para reservar tenés que llamar a los números publicados.
¡Te esperamos!",5491141983328,"Casella Piñero 187, B1872 Sarandí, Provincia de Buenos Aires, Argentina",Sarandí,B1872,Buenos Aires Province,AR,-34.676300499999996,-58.352245999999994,4.5,19159,https://instagram.com/el_tano_debenedetti?igshid=yryd27oe8mpa,instagram.com,4690124714000354343,ChIJTZBcZBQzo5URJ4xF-pOrFkE,True,open,https://lh4.googleusercontent.com/-nax94KiQteg/AAAAAAAAAAI/AAAAAAAAAAA/xtVHoP707Js/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_qRv5t-DBU1uqxtDIX8Jr_rYdylJgqW8332fvKL04dHx_JtxHokKBkepezfQ7N3y0z58B2g4u29wvuXyxfBnUToJ-jOszenkQ9uFMIcMVmknjlwBYKHJFkvFMzuM7fKBVrAdGwQ=w426-h240-k-no,14403,moderate,
Acatraz,Bar & grill,"Bar, Bowling club, Hamburger restaurant, Pizza restaurant, Pool hall, Rehearsal studio, Restaurant","Acatraz es un multiespacio con muchas opciones en juegos Arcade y gastronomía. También contamos con 10 pistas de Bowling y más de 20 Pool.
Acatraz tiene 5 pisos de Entretenimiento y Gastronomía.
Los Esperamos.",5491149824818,"Av. Rivadavia 3636, C1204 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1204,Buenos Aires,AR,-34.6113399,-58.4175542,4.3,18992,https://m.facebook.com/acatrazmultiespacio/,m.facebook.com,16017853558445924615,ChIJG58JY1_KvJURB2Fl9_HYSt4,True,close,https://lh5.googleusercontent.com/-xsDNX7AfSIk/AAAAAAAAAAI/AAAAAAAAAAA/-rJzvsqMolg/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa5Z297xWidY_2BUFE-H4YvUXgJu40K5UGVeXpSR3tyMgBfgKjyitOZ5pTvu-nQNzToyHRVmQvXEVoAbKsx8ijcxNclt9duNwL8oUxK962Z4abgS1ICo81zX18uyPKCWBgb0AeWg=w426-h240-k-no,11396,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. S. Martín 400, B1672 Villa Chacabuco, Cdad. Autónoma de Buenos Aires",Villa Chacabuco,,Buenos Aires,AR,-34.5886452,-58.5192674,4,18877,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,17945331971510907589,ChIJBS9n9rC3vJURxTJeglmgCvk,True,open,https://lh6.googleusercontent.com/-CUd9fROVMdw/AAAAAAAAAAI/AAAAAAAAAAA/q3yJdRI2Byc/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipMiMQ4SWr8QpL7hYOaODSb-QoRikWFzCT3PA4DM=w417-h240-k-no,3483,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Cabildo 742, C1426 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1426,Buenos Aires,AR,-34.5705441,-58.4444832,3.8,18873,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,11043299856480920562,ChIJo5Wdtca1vJUR8uOqpbWuQZk,True,close,https://lh6.googleusercontent.com/-r733Ltx-njw/AAAAAAAAAAI/AAAAAAAAAAA/ISzlRREo0Mo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nppbWau7wqkq6efhspg7NwdQO8dK8zFr6OIt8DZX9oEAsOTRDBzh3k2GddIAVXxjtD6h98ixDnvhjhJfpVGiOTJa8yA97ihV2DKY1KyEkZZCYZztKXIkSW_BsRteOrq1Bs8jcoT5Q=w408-h306-k-no,2524,moderate,
McDonald's,Fast food restaurant,"Hamburger restaurant, Meal delivery, Takeout restaurant, Restaurant","Classic, long-running fast-food chain known for its burgers & fries.",,"Av. Córdoba 3821, C1188 Cdad. Autónoma de Buenos Aires",Buenos Aires,C1188,Buenos Aires,AR,-34.5975203,-58.4208679,3.8,18249,https://www.mcdonalds.com.ar/,www.mcdonalds.com.ar,6258475308055368855,ChIJES9X3XzKvJURl5QxRCKS2lY,True,open,https://lh5.googleusercontent.com/-snvEKOagB_4/AAAAAAAAAAI/AAAAAAAAAAA/QLPqK94kVTM/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nok1RDEku-SEzlvWy7Vmyv58G2rraN-j5XwocEujqSvF76K15QhfP3OnSxkrXIkZPMC4Zz19YqHsfXbx6VNM7yeLZjwvoE16BKl-P4cXXZbfegrRaorQtrceNfnpTsTMwe7I2nr=w426-h240-k-no,2894,moderate,
La Bistecca,Restaurante,"Restaurante italiano, Comida a domicilio, Restaurante de comida para llevar","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491145144999,"Av. Alicia Moreau de Justo 1890, C1184 Cdad. Autónoma de Buenos Aires",Cdad. Autónoma de Buenos Aires,C1184,Cdad. Autónoma de Buenos Aires,AR,-34.620672899999995,-58.3649742,4.2,17954,https://reservas.wokiapp.com/UocR,reservas.wokiapp.com,18209938418839698728,ChIJox94gtE0o5URKL2t9IKytvw,True,close,https://lh4.googleusercontent.com/-dXcVk8ciOTU/AAAAAAAAAAI/AAAAAAAAAAA/rBtZesQVkqE/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPCtii4Vu6q36w4fJGMOtBVVcUCZirpED7FZW2R=w426-h240-k-no,14502,inexpensive,
Don Julio,Parrilla,Restaurante,"Destino popular que ofrece filetes clásicos, platos locales y una lista larga de vinos en un ambiente íntimo.",5491148319564,"Guatemala 4699, C1425 Cdad. Autónoma de Buenos Aires, Argentina",Cdad. Autónoma de Buenos Aires,C1425,Cdad. Autónoma de Buenos Aires,AR,-34.5863164,-58.424268899999994,4.4,17896,https://www.parrilladonjulio.com/,www.parrilladonjulio.com,6868543431240214617,ChIJoYl36oa1vJURWWhqD9z3UV8,True,open,https://lh4.googleusercontent.com/-Pqn555U86IU/AAAAAAAAAAI/AAAAAAAAAAA/8PIbh5vfODU/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPD6pLUaRud-AkSUiw3-7_1aspWd9VA-FHDnRLL=w408-h272-k-no,24028,inexpensive,
La Parolaccia Trattoria,Italian restaurant,"Bar, Brunch restaurant, Cafe, Fine dining restaurant, Gluten-free restaurant, Lunch restaurant, Pasta shop, Restaurant, Wine bar","La Parolaccia, un clásico de Buenos Aires con 28 años de historia, ofrece auténtica cocina italiana con pastas artesanales, calidad y calidez en cada plato. ¡Tradición y sabor en cada visita! 🍝🇮🇹",5491153027593,"Av. Alicia Moreau de Justo 1052, C1107AAV Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,C1107,Buenos Aires,AR,-34.609889599999995,-58.366187,4.4,17303,http://www.laparolaccia.com/,www.laparolaccia.com,17767885217476761909,ChIJZeGJHCo1o5URNdmdjXc1lPY,True,close,https://lh4.googleusercontent.com/-X8WxMvwjX8k/AAAAAAAAAAI/AAAAAAAAAAA/a9D71Up-y38/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipNpE0zT8VI5H6VqqhnL_PJscan8D8wKxqfCSnYw=w408-h271-k-no,13158,inexpensive,
JOBS BAR,Bar,"Bar & grill, Game store, Pizza restaurant, Restaurant",Laid-back pool hall offering simple snacks & drinks in an unpretentious ambiance.,,"Carlos Calvo 3860, C1230ABP C1230ABP, Cdad. Autónoma de Buenos Aires",C1230ABP,C1230,Buenos Aires,AR,-34.624738,-58.419810399999996,4.2,16879,https://instagram.com/jobsbar_oficial?igshid=MzRlODBiNWFlZA==,instagram.com,5019069223931069839,ChIJb4jltoTKvJURj8WB891Qp0U,True,close,https://lh6.googleusercontent.com/-f-uZ1bGz9CM/AAAAAAAAAAI/AAAAAAAAAAA/6qpt1avTnJo/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKCA1c4zenn_FRZpM_xictD7gB-CFvJFuBBsy-1vFMO5Pajg4GSECEgxB8CkPP5duCSRhRq2g8riH_1UbWl_-zvaqDRdwJTz7RSiqokdAtuBpXcmxhgBp6Kb4xoRNH0ydxzW10uQ=w408-h725-k-no,5358,moderate,
Kansas,American restaurant,"Hamburger restaurant, Restaurant, Steak house","Kansas es un restaurante de Contemporary American Cuisine, inaugurado en junio de 1999 en San Isidro. Nuestra visión es ofrecer alimentos de calidad en un ambiente placentero con un servicio excelente. Creemos que la base de un buen plato está en la calidad de los ingredientes, por lo que usamos los mejores productos frescos. Además, consideramos la música, la arquitectura y la decoración esenciales para la experiencia gastronómica. Cada local tiene su propio carácter, con especial atención a los materiales y diseño. Nos esforzamos por satisfacer la confianza de nuestros clientes, brindando un servicio rápido y eficiente que supere todas las expectativas.",5491147470606,"Av. del Libertador 15089, B1641 Acassuso, Provincia de Buenos Aires",Acassuso,B1641,Buenos Aires Province,AR,-34.4755426,-58.499706499999995,4.5,16773,http://www.kansasgrill.com/,www.kansasgrill.com,2440723393422495850,ChIJKdIH4LaxvJURahDvq_4w3yE,True,open,https://lh3.googleusercontent.com/-v-5szfL_jCc/AAAAAAAAAAI/AAAAAAAAAAA/KEgsiGHkeyY/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/p/AF1QipPgPqe_xSopCwRGDWKJWJbClvKt7VM8IedVLJij=w408-h272-k-no,8344,moderate,
Pertutti,Restaurant,"Italian restaurant, Pizza restaurant","Un espacio gastronómico en el que toda la familia puede dejarse atrapar por los sabores de nuestra cocina,
nuestra pastelería y el placer de sentirse a gusto

Nuestro restaurante es un espacio en donde toda la familia puede disfrutar, los más chiquitos podrán entretenerse
en nuestro sector infantil mientras que los adultos se deleitan en su mesa.

Contamos con una gran variedad de productos para que disfrutes en el desayuno, el almuerzo, la hora del Té,
la cena o en el momento del día que vos gustes, todos elaborados con productos frescos y de primera calidad.",5491148233092,"Av. Sta. Fe 2020, C1123AAC Cdad. Autónoma de Buenos Aires",Buenos Aires,C1123,Buenos Aires,AR,-34.5958073,-58.396501099999995,4.2,16442,https://www.pertutti.com.ar/,www.pertutti.com.ar,2305315634423960378,ChIJRbJdaZbKvJUROpP-_Fog_h8,True,open,https://lh4.googleusercontent.com/-YLxncInm0b8/AAAAAAAAAAI/AAAAAAAAAAA/GBgR0toaanQ/s44-p-k-no-ns-nd/photo.jpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBiuLlRx5DRk2QEsyjIM3Gvh7YpMJZzX1eX3pPae4uArlzMjQ6tnpXXLol9I_lGeKPtSEgVFy7O8wqY_gj6uKn0zDvJIMG4VkiugfpffrkbPgkOdwBTzHFrDcRrNHlLkEJ3zSJcN5Z00xF=w408-h306-k-no,7251,moderate,
